title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
Risk of CKD in Diabetes Using V7 data,"We plan to use the existing knowledge about genes involved in diabetes to create a risk model, using those genetic variants and clinical data for the development of chronic kidney disease and/or anemia in diabetic patients. In addition, we plan…","Scientific Questions Being Studied
We plan to use the existing knowledge about genes involved in diabetes to create a risk model, using those genetic variants and clinical data for the development of chronic kidney disease and/or anemia in diabetic patients. In addition, we plan to validate our findings regarding a clinical risk score for development of CKD on All of us data.","Project Purpose(s)
Disease Focused Research (Chronic kidney disease and anemia in diabetes)
Methods Development
Ancestry","Scientific Approaches
We are going to select a cohort of patients with diabetes. We are going to extract a list of relevant clinical and genomics information and do risk modeling using methods like regression, decision trees, and deep learning. We are going to use python for analysis and also use commonplace machine leaning libraries including sci-kit learn.","Anticipated Findings
We anticipate our risk score to help clinicians stratify their patients based on the likelihood of developing CKD or anemia. In addition, these findings can help selection of more suited cohorts for clinical trials about CDK/anemia in diabetic patients.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ehsan Alipour
- Graduate Trainee, University of Washington","Risk of CKD in Diabetes Using V7 data We plan to use the existing knowledge about genes involved in diabetes to create a risk model, using those genetic variants and clinical data for the development of chronic kidney disease and/or anemia in diabetic patients. In addition, we plan…"
PRS Evaluation,The purpose of the study is to evaluate Type 2 diabetes Polygenic risk scores developed mainly on UK Biobank datasets on All of Us dataset.,"Scientific Questions Being Studied
The purpose of the study is to evaluate Type 2 diabetes Polygenic risk scores developed mainly on UK Biobank datasets on All of Us dataset.","Project Purpose(s)
Population Health
Methods Development
Ancestry","Scientific Approaches
We will use R/ Python jupyter notebooks
Bioinformatics tools like plink, PRS-cs for PRS calculation
libraries like ggplot for visualisation","Anticipated Findings
PRS contribution to type 2 diabetes evaluation accuracy
Understanding how this accuracy varies across SIRE groups","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Sonali Gupta
- Research Assistant, National Institutes of Health (NIH)
Collaborators:
Vincent Lam - Research Fellow, National Institutes of Health (NIH)
Varsha Srinivasan - Graduate Trainee, Georgia Institute of Technology
Jasmyn Pellebon - Graduate Trainee, Georgia Institute of Technology",PRS Evaluation The purpose of the study is to evaluate Type 2 diabetes Polygenic risk scores developed mainly on UK Biobank datasets on All of Us dataset.
Post-FDA Evaluation of Antidepressants for Bipolar Depression,The purpose of this project is to conduct a comprehensive and rigorous analysis of the response to antidepressants for patients with bipolar depression using data from AllOfUs. The project aims to provide evidence-based recommendations for the optimal use of antidepressants…,"Scientific Questions Being Studied
The purpose of this project is to conduct a comprehensive and rigorous analysis of the response to antidepressants for patients with bipolar depression using data from AllOfUs.  The project aims to provide evidence-based recommendations for the optimal use of antidepressants in this population and to identify any potential relationship between diabetes and depression.","Project Purpose(s)
Drug Development","Scientific Approaches
This is a retrospective, observational, matched case control study of depressed patients treated with antidepressants. Cases were patients who took a specific antidepressant and controls took other antidepressants. The study examined the performance of one antidepressant against others. The study does not determine if the patient should take antidepressants. Instead, for patients whose clinician has prescribed, or will prescribe, an antidepressant, the study clarifies which one has the highest evidence of remission. In this observational study, we will  statistically control for observed confounding and selection bias. The study will focus on confounding by indication.  Confounding by indication means that a comorbidity, procedure, or medication (all measured in the year prior to taking the antidepressant) is associated with selection of the antidepressant and/or the remission outcome.","Anticipated Findings
This study intends to improved accuracy of clinical decision aids by examining effectiveness of antidepressants after statistically removing observed confounding/selection bias in the data.  To remove bias, the study will identified features of patients’ medical history that either predicted remission or affected prescription of antidepressants.  This study summarizes experience of remission for cases that fell within each subgroup.  This study intends to optimize antidepressant recommendations based on which subgroup matches patients’ medical history.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
TIMOTHY COFFIN
- Project Personnel, George Mason University
Collaborators:
Farrokh Alemi - Mid-career Tenured Researcher, George Mason University",Post-FDA Evaluation of Antidepressants for Bipolar Depression The purpose of this project is to conduct a comprehensive and rigorous analysis of the response to antidepressants for patients with bipolar depression using data from AllOfUs. The project aims to provide evidence-based recommendations for the optimal use of antidepressants…
Andrew's First Workspace,"How does the prevalence and incidence of diabetes vary across different racial and ethnic groups, and what underlying factors contribute to these disparities? What role do genetic factors play in the development and progression of diabetes among various racial groups,…","Scientific Questions Being Studied
How does the prevalence and incidence of diabetes vary across different racial and ethnic groups, and what underlying factors contribute to these disparities? What role do genetic factors play in the development and progression of diabetes among various racial groups, and how do these interactions relate to other risk factors? How does access to healthcare services, including quality of care and diabetes education, influence racial disparities in diabetes management, complications, and mortality rates? How does the impact of diabetes on cardiovascular health and other complications differ among racial and age groups, and what potential mechanisms contribute to these disparities? Are there racial differences in the effectiveness and safety of various diabetes medications and treatment approaches, and if so, what underlying factors might be responsible? These questions are important to research because it would help create more specialized healthcare for those who need it.","Project Purpose(s)
Methods Development","Scientific Approaches
I plan on studying the data sets concerning diabetes available that represent different races and ethnic groups, while also studying the environment of where the data is coming from.","Anticipated Findings
I expect to find that diabetes are persistent in races and groups that live in areas where healthcare is scarce and food options are limited. I expect these groups to also be a part of a lower economic class than compared to the races and ethnic classes that have a lower presence of diabetes.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Andrew Brown
- Undergraduate Student, Tuskegee University
Collaborators:
Reshma Gurung - Graduate Trainee, Tuskegee University
Niya Holifield - Undergraduate Student, Tuskegee University
Muhammad G. Khodary Omar - Graduate Trainee, Tuskegee University
Deepa Bedi - Mid-career Tenured Researcher, Tuskegee University
Chitra Nayak - Mid-career Tenured Researcher, Tuskegee University
Chastity Bradford - Mid-career Tenured Researcher, Tuskegee University","Andrew's First Workspace How does the prevalence and incidence of diabetes vary across different racial and ethnic groups, and what underlying factors contribute to these disparities? What role do genetic factors play in the development and progression of diabetes among various racial groups,…"
Mexican Coalition Research,I am doing diabetes research to reduce the burden oif diabetes in Washington heights. • Treasure Hunt 30mins • Create your own Treasure Hunt 20min• Treasure Hunt 30mins • Create your own Treasure Hunt 20min• Treasure Hunt 30mins • Create…,"Scientific Questions Being Studied
I am doing diabetes research to reduce the burden oif diabetes in Washington heights. •	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min","Project Purpose(s)
Disease Focused Research (gestational diabetes)","Scientific Approaches
•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min","Anticipated Findings
•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min•	Treasure Hunt 30mins
•	Create your own Treasure Hunt 20min","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Shayaa Muhammad
- Project Personnel, City University of New York (CUNY)",Mexican Coalition Research I am doing diabetes research to reduce the burden oif diabetes in Washington heights. • Treasure Hunt 30mins • Create your own Treasure Hunt 20min• Treasure Hunt 30mins • Create your own Treasure Hunt 20min• Treasure Hunt 30mins • Create…
v7_ phenomic_comparison,The majority of genome-wide association studies of type 2 diabetes were performed in European descendants and East Asians. Data on other ancestral groups are lacking. We are exploring if the polygenic risk score for diabetes could predict risk of T2D…,"Scientific Questions Being Studied
The majority of genome-wide association studies of type 2 diabetes were performed in European descendants and East Asians. Data on other ancestral groups are lacking. We are exploring if the polygenic risk score for diabetes  could predict risk of T2D in the European descendants in All of Us and could the prediction be generalizable in other populations.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)","Scientific Approaches
We will use the whole genome sequencing data and extract all variants identified from previous GWAS studies of T2D .
We will use EHR and survey data to identify participants diagnosed with T2D and evaluate the prediction performance of polygenic risk score of T2D across all ancestral groups in All of Us.","Anticipated Findings
We anticipate to validate the prediction performance of PGS of T2D in the European and East Asian descendants and develop approaches to increase the prediction performance of PGS in other populations by fine-mapping, including African Americans and Hispanic populations.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Chenjie Zeng
- Research Fellow, National Human Genome Research Institute (NIH - NHGRI)",v7_ phenomic_comparison The majority of genome-wide association studies of type 2 diabetes were performed in European descendants and East Asians. Data on other ancestral groups are lacking. We are exploring if the polygenic risk score for diabetes could predict risk of T2D…
The Impact of Social Risks on Pharmacologic Treatment of Obesity,Aim 1: Quantify the number of patients in our cohort without diabetes who (a) meet criteria for medications for weight loss and (b) are prescribed these medications. Aim 2: Identify social risks associated with prescriptions of medications for weight loss…,"Scientific Questions Being Studied
Aim 1: Quantify the number of patients in our cohort without diabetes who (a) meet criteria for medications for weight loss and (b) are prescribed these medications.
Aim 2: Identify social risks associated with prescriptions of medications for weight loss in those who meet criteria for the prescription of pharmacotherapy for obesity.","Project Purpose(s)
Disease Focused Research (obesity)
Population Health","Scientific Approaches
Retrospective Analysis of All of Us Data, comparing a cohort of patients who were prescribed medications for the management of obesity and a cohort who were not prescribed these medications.
•	Primary Outcome Measure: Percent of patients prescribed weight loss medications who meet criteria for prescription.
•	Secondary Outcomes: Disparities among demographic data and other data elements of interest
•	Data elements of interest include primary language spoken at home, education level, food and housing instability, perceived social support, perceived neighborhood safety, subjective experience of discrimination based on or presence of 2 or more obesity related comorbidities","Anticipated Findings
We conducted an earlier retrospective cohort study on TriNetX over 83 million patients, which showed lower GLP-1 RA prescriptions in the Latinx population, and higher rates of prescription in White, Black, Female and patients with larger amounts of obesity-related comorbidities. Other recent studies on cohorts with diabetes have found similarly lower prescription trends of GLP-1 RA's and SGLT-2 inhibitors in non-white persons (doi: 10.1001/jama.2022.13885).
We anticipate finding similar demographic differences in this study. Through its robust survey data on participant's social determinants of health, AllofUs provides a unique lens into the lives of our patients. In studying this data, we hope to find modifiable social risks that underlie the observed racial and ethnic disparities.","Demographic Categories of Interest
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Tyler Ryan
- Graduate Trainee, University of Massachusetts Medical School
Eric Nielsen
- Research Fellow, University of Massachusetts Medical School
Ben Gerber
- Late Career Tenured Researcher, University of Massachusetts Medical School",The Impact of Social Risks on Pharmacologic Treatment of Obesity Aim 1: Quantify the number of patients in our cohort without diabetes who (a) meet criteria for medications for weight loss and (b) are prescribed these medications. Aim 2: Identify social risks associated with prescriptions of medications for weight loss…
Type 2 Diabetes Distribution V7,"Diabetes is the fastest increasing disease worldwide and the disease is heterogeneous with regard to clinical presentation and progression. In order to examine the differences in mechanisms and in the clinical course of people with diabetes, we try to explore…","Scientific Questions Being Studied
Diabetes is the fastest increasing disease worldwide and the disease is heterogeneous with regard to clinical presentation and progression.
In order to examine the differences in mechanisms and in the clinical course of people with diabetes, we try to explore the distribution of participants with type 2 diabetes according to different risk factors, including age, sex, race, education, BMI, blood pressure and other related biomarkers?","Project Purpose(s)
Disease Focused Research (Type 2 diabetes)
Educational","Scientific Approaches
We will conduct analyses for type 2 diabetes . We will use Rand BigQuery to retrieve type 2 diabetes participants. We will analyze and describe the distribution of these cohort across age, gender, race, education and blood pressure. We will make comparisons for the demographic variables above. The statistical methods will be used including: ANOVA, Chi-square test, Regression model by R software.","Anticipated Findings
We anticipated to find significant variation of type 2 diabetes participants among the listed risk factors above. Moreover, the significant difference among the clinical risk factors would used on classification of type 2 diabetes  patients to personalized further treatment. We may identify those type 2 diabetes patients  at greatest risk of complications.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
QIAOCHU XUE
- Research Fellow, Emory University","Type 2 Diabetes Distribution V7 Diabetes is the fastest increasing disease worldwide and the disease is heterogeneous with regard to clinical presentation and progression. In order to examine the differences in mechanisms and in the clinical course of people with diabetes, we try to explore…"
=Type 2 Diabetes: PRS and Family History with version 7,We intend to investigate the predictive power of polygenic risk (PRS) for type 2 diabetes and the additive power of family history of type 2 diabetes. We also intend to determine the differences in predictive power of PRS and family…,"Scientific Questions Being Studied
We intend to investigate the predictive power of polygenic risk (PRS) for type 2 diabetes and the additive power of family history of type 2 diabetes.  We also intend to determine the differences in predictive power of PRS and family history among different ancestry groups.","Project Purpose(s)
Disease Focused Research (Type 2 Diabetes)
Population Health
Ancestry","Scientific Approaches
We intend to use the genetic data and family history data in order to address this question.","Anticipated Findings
The anticipated findings are that family history will add more predictive power in non-European populations due to PRS tending to perform worse in non-European populations.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Emily Drzymalla
- Other, University of North Carolina, Chapel Hill
Collaborators:
Reagan Ballard - Undergraduate Student, University of North Carolina, Chapel Hill",=Type 2 Diabetes: PRS and Family History with version 7 We intend to investigate the predictive power of polygenic risk (PRS) for type 2 diabetes and the additive power of family history of type 2 diabetes. We also intend to determine the differences in predictive power of PRS and family…
Understanding the Prevelance of Diabetes in the Hispanic Community,"This study looks to better understand the prevalence of Type 2 Diabetes in the Hispanic/Latino community. First, I will examine the many factors (economic, cultural, physical, and behavioral) that contribute to the high incidence of diabetes cases observed in this…","Scientific Questions Being Studied
This study looks to better understand the prevalence of Type 2 Diabetes in the Hispanic/Latino community. First, I will examine the many factors (economic, cultural, physical, and behavioral) that contribute to the high incidence of diabetes cases observed in this population. Then, I will explore whether diabetes incidences differ between Hispanics of different income levels. This will help us educate the Hispanic community with appropriate materials that better explain the risk factors that contribute to the differences in diabetes seen across the different income levels.","Project Purpose(s)
Educational","Scientific Approaches
Appropriate statistical analyses will be used to determine if significant differences or relationships exist between the parameters being measured. The All of Us dataset will be used by creating creating concept sets from physical measurements, fitbit step data, and survey data (Basics, Overall Health, Personal Health and SDoH) to look at the impact the social and built environment and socioeconomic status has on physical activity and health.","Anticipated Findings
It is anticipated that negative health outcomes are the result of certain social determinants of health, such as less access to health care. It is hypothesized that income may play a role in the prevalence of diabetes in the Hispanic community in that income may impact access to medication, health insurance, health care, healthy foods, and access to safe exercise places.","Demographic Categories of Interest
Race / Ethnicity
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Lisette Martinez
- Undergraduate Student, California State University Los Angeles
Collaborators:
Katrina Yamazaki - Senior Researcher, The Community Health Center","Understanding the Prevelance of Diabetes in the Hispanic Community This study looks to better understand the prevalence of Type 2 Diabetes in the Hispanic/Latino community. First, I will examine the many factors (economic, cultural, physical, and behavioral) that contribute to the high incidence of diabetes cases observed in this…"
Depression-Diabetes,"Several studies have highlighted the high prevalence of depression among persons with diabetes. However, little is known about incidence and the role of HbA1c in predicting depression diagnosis among persons with diabetes. This study seeks to examine the incidence of…","Scientific Questions Being Studied
Several studies have highlighted the high prevalence of depression among persons with diabetes. However, little is known about incidence and the role of HbA1c in predicting depression diagnosis among persons with diabetes. This study seeks to examine the incidence of depression among persons with type 2 diabetes and whether HbA1c can predict the incidence.","Project Purpose(s)
Disease Focused Research (Type 2 diabetes)
Social / Behavioral","Scientific Approaches
This study will be designed as a retrospective cohort study. Our inclusion criteria are: diagnosis of type 2 diabetes, aged 18 years or above, having at least one HbA1c measurement at the time of or any time after diabetes and diagnosis. We will calculate incidence per person-years of follow-up time. and assess the predictive value of HbA1c on depression using hazard ratios.","Anticipated Findings
We expect this study to highlight the importance of maintaining optimal HbA1c among persons with diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Samuel Akyirem
- Graduate Trainee, Yale University
Collaborators:
Veronica Brady - Early Career Tenure-track Researcher, University of Texas Health Science Center, Houston","Depression-Diabetes Several studies have highlighted the high prevalence of depression among persons with diabetes. However, little is known about incidence and the role of HbA1c in predicting depression diagnosis among persons with diabetes. This study seeks to examine the incidence of…"
Metformin HbA1C Project,We will explore the response to metformin treatment in a patient population with type 2 diabetes and calculate polygenic risk scores (PRS) to identify genes associated with variability in treatment response. This question is important because these markers may be…,"Scientific Questions Being Studied
We will explore the response to metformin treatment in a patient population with type 2 diabetes and calculate polygenic risk scores (PRS) to identify genes associated with variability in treatment response.
This question is important because these markers may be useful in determining an individual patient's likelihood of response to metformin treatment and can inform drug selection and titration in a clinical setting.","Project Purpose(s)
Ancestry","Scientific Approaches
We will calculate polygenic risk scores (PRS). Our dataset will consist of patients with type 2 diabetes that start metformin within 3 months of their diagnosis and are not taking any other diabetes medications. We will examine HbA1C prior to and after initiation of metformin treatment.
We will utilize jupyter notebooks and R to perform our analyses.","Anticipated Findings
We anticipate identifying specific variants associated with metformin treatment response.
Our findings will contribute to the body of scientific knowledge in the field by providing insight into genetic variables that can play a role in patient response to type 2 diabetes treatment.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Nanda Nayak
- Graduate Trainee, Vanderbilt University Medical Center
Collaborators:
Megan Lancaster - Research Fellow, Vanderbilt University Medical Center",Metformin HbA1C Project We will explore the response to metformin treatment in a patient population with type 2 diabetes and calculate polygenic risk scores (PRS) to identify genes associated with variability in treatment response. This question is important because these markers may be…
V7-Controlled Impact of Social Determinants of Health- Diabetic Retinopathy,"This project is looking to examine the impact of social determinants of health, as deemed by Healthy People 2030, on the management of diabetic retinopathy which includes the diagnosis, treatment, and visit adherence among patients with diabetes. Approximately one out…","Scientific Questions Being Studied
This project is looking to examine the impact of social determinants of health, as deemed by Healthy People 2030, on the management of diabetic retinopathy which includes the diagnosis, treatment, and visit adherence among patients with diabetes. Approximately one out of ten people in the United States have been diagnosed with diabetes and diabetic retinopathy is the leading cause of vision loss in these patients ranging from ages 20-74. Investigating diabetic retinopathy through a socioeconomic lens is crucial to identify populations that are receiving inadequate care for their condition. Once these populations are identified, work can be done to reduce the deficits and gaps in care provided.","Project Purpose(s)
Disease Focused Research (diabetic retinopathy)
Population Health
Social / Behavioral
Drug Development","Scientific Approaches
This project will examine patients in the database that are diagnosed with diabetic retinopathy, including proliferative and non-proliferative. Next, the population that has not visited an eye doctor within the past year will be selected for. One of the main goals of this project is to identify geographic disparity. Moreover, numerous variables among this group will be analyzed as well including, but not limited to, age, gender, self-identified race and ethnicity, level of education, level of income, insurance status, ocular and diabetic drugs prescribed. Subsequently, once the data is gathered, basic quantitative statistics will be run to identify significant correlates between the data and the variables identified.","Anticipated Findings
The aim of this study is to identify certain populations that are at risk of lack of adherence to their eye care. A large gap of knowledge that exists within the ophthalmology community can be addressed by conducting this investigation via a large-scale database which focuses on patients underrepresented in biomedical research such as the National Institute of Health’s All of Us.  The findings will not only inform future interventions, but also allow a more targeted approach to remedying the problem of unequal access to care.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Nikita Piryani
- Graduate Trainee, Medical College of Wisconsin","V7-Controlled Impact of Social Determinants of Health- Diabetic Retinopathy This project is looking to examine the impact of social determinants of health, as deemed by Healthy People 2030, on the management of diabetic retinopathy which includes the diagnosis, treatment, and visit adherence among patients with diabetes. Approximately one out…"
Bio 340,Hypothesis: Investigate the association between specific risk factors and ethnicity/race in the development and progression of Type 2 diabetes. Model system: The study focused on a diverse population comprising individuals from various ethnic and racial backgrounds diagnosed with Type 2…,"Scientific Questions Being Studied
Hypothesis: Investigate the association between specific risk factors and ethnicity/race in the development and progression of Type 2 diabetes.
Model system: The study focused on a diverse population comprising individuals from various ethnic and racial backgrounds diagnosed with Type 2 diabetes.","Project Purpose(s)
Educational","Scientific Approaches
Methods: I conducted a comprehensive cross-sectional analysis of an extensive database containing medical records of individuals with Type 2 diabetes. They extracted information on risk factors, such as body mass index (BMI), physical activity levels, dietary habits, family history, and socioeconomic status.","Anticipated Findings
Results: findings of the study, include significant variations in the prevalence of certain risk factors among different ethnic and racial groups.
By identifying variations in risk factor prevalence among different populations, healthcare professionals can develop more targeted and culturally sensitive preventive measures and treatment strategies. Furthermore, understanding the genetic contributions to Type 2 diabetes in specific ethnic and racial groups could pave the way for personalized medicine approaches, potentially improving overall outcomes and reducing health disparities in affected communities.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Taiwo Fakunle
- Undergraduate Student, Arizona State University",Bio 340 Hypothesis: Investigate the association between specific risk factors and ethnicity/race in the development and progression of Type 2 diabetes. Model system: The study focused on a diverse population comprising individuals from various ethnic and racial backgrounds diagnosed with Type 2…
PCI Group 1,"We intend to study how the availability of affordable and nutritious food in low-income communities is related to lowering the prevalence of Type 2 Diabetes among African Americans. This question id important for public health as it addresses disparities, and…","Scientific Questions Being Studied
We intend to study how the availability of affordable and nutritious food in low-income communities is related to lowering the prevalence of Type 2 Diabetes among African Americans. This question id important for public health as it addresses disparities, and forms policy decisions, and guides interventions to improve health, outcomes, and reduce diabetes, prevalence in vulnerable populations.","Project Purpose(s)
Control Set","Scientific Approaches
We plan to use the quantitative approach, specifically correlation and bivariate. Our independent variable would be the availability of affordable, nutritious food in the low income communities among African Americans.. The dependent variable is the prevalence of Type 2 diabetes among African Americans. This study will aim to seek the relationship between availability of affordable and nutritious  and prevalence of Type 2 diabetes among African Americans..
Null Hypothesis: There is no significant relationship between the availability of affordable, nutritious food in the low income communities and the prevalence of Type 2 diabetes among African Americans.
Alternative Hypothesis: There is significant relationship between the availability of affordable, nutritious food in the low income communities and the prevalence of Type 2 diabetes among African Americans.
Statistical Study:  Observational Study
Statistical Test: Correlation Test
Data Science Tool: Python","Anticipated Findings
The anticipated finding could show a positive or negative correlation between the availability of affordable, nutritious food in low-income communities and the prevalence of Type 2 diabetes among Among African. It is possible that no significant correlation may be found. These findings could have important policy implications for addressing health disparities and guiding interventions in these communities.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Income Level
Others","Data Set Used
Controlled Tier","Research Team
Owner:
Zaire Hills
- Undergraduate Student, Prairie View A&M University
Hollie Brown
- Undergraduate Student, Prairie View A&M University
Charcacia Sanders
- Other, Prairie View A&M University
Amaya Ashley
- Undergraduate Student, Prairie View A&M University","PCI Group 1 We intend to study how the availability of affordable and nutritious food in low-income communities is related to lowering the prevalence of Type 2 Diabetes among African Americans. This question id important for public health as it addresses disparities, and…"
Microbiome in vascular disease,The purpose of this study is to examine the role of bacterial contribution to the development of vascular disease and identify factors that lead to dysbiosis. We will examine oral and blood pathobiont composition and look for social determinants that…,"Scientific Questions Being Studied
The purpose of this study is to examine the role of bacterial contribution to the development of vascular disease and identify factors that lead to dysbiosis. We will examine oral and blood pathobiont composition and look for social determinants that affect the microbiome composition, such as smoking history, diabetes, urban/rural setting, etc. We will also look for microbial signatures that influence the type of vascular disease a patient develops (ie, is there a difference between patients with atherosclerotic disease and aneurysmal disease. Is there a difference between patients with different locations of occlusive disease). Our central hypothesis is that bacteria within the mouth and in the blood create small molecules that contribute to the development of vascular disease and different microbial signatures may influence the type of disease a patient develops.","Project Purpose(s)
Other Purpose (Academic Research - Data will be used to explore questions related to the oral and blood microbiome in vascular surgery patients with the possibility of publication in peer-reviewed scientific journals.)","Scientific Approaches
We would like to explore the ability to extract bacterial DNA from human DNA sequencing data. We would align these reads to databases of known bacteria and assess for social determinants that alter the microbiome composition and contribute to vascular disease. We would also look for differences in the microbiome composition between patients with different vascular diseases.","Anticipated Findings
Changes in oral microbial composition have been associated with atherosclerotic disease; however, the factors that impact these changes are debated. Additionally, there have not been reports decerning differences between patients with different types of vascular disease, such as occlusive disease and aneurysmal disease. We expect to identify a difference between patients with these types of diseases.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Joshua Geiger
- Research Fellow, University of Rochester",Microbiome in vascular disease The purpose of this study is to examine the role of bacterial contribution to the development of vascular disease and identify factors that lead to dysbiosis. We will examine oral and blood pathobiont composition and look for social determinants that…
Introductory to All of Us,"This workspace is to help me understand how to use the All of Us Research program. I am specifically interested in determining the relationships between chronic kidney diseases, diabetes, cardiovascular diseases, and other types of medical problems.","Scientific Questions Being Studied
This workspace is to help me understand how to use the All of Us Research program. I am specifically interested in determining the relationships between chronic kidney diseases, diabetes, cardiovascular diseases, and other types of medical problems.","Project Purpose(s)
Disease Focused Research (chronic kidney disease, diabetes)","Scientific Approaches
I am looking for datasets with information on mentioned diseases. I plan to use machine learning to develop models that detect the diseases and finds the relationships between these diseases.","Anticipated Findings
I anticipate that patients with diabetes may be also involved with other types of diseases. If this is correct, then our work will add into the medical library on new approach how to detect the diabetes or chronic kidney disease.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Quan Nguyen
- Graduate Trainee, Institute for Systems Biology
Collaborators:
Sevda Molani - Research Fellow, Institute for Systems Biology
Andrew Baumgartner - Early Career Tenure-track Researcher, Institute for Systems Biology","Introductory to All of Us This workspace is to help me understand how to use the All of Us Research program. I am specifically interested in determining the relationships between chronic kidney diseases, diabetes, cardiovascular diseases, and other types of medical problems."
Cortisol,People living with type 2 diabetes experience several psychological and social challenges related to their disease that can be stressful. These stressful events can impair patients' ability to maintain optimal glycemia. This study aim to assess the association between stress…,"Scientific Questions Being Studied
People living with type 2 diabetes experience several psychological and social challenges related to their disease that can be stressful. These stressful events can impair patients' ability to maintain optimal glycemia. This study aim to assess the association between stress biomarkers and HbA1c among persons with type 2 diabetes.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)","Scientific Approaches
Persons with type 2 diabetes will be selected. Data on stress biomarkers (cortisol, epinephrine) may be extracted. We will use multiple linear regression to assess the associations among study variables.","Anticipated Findings
We expect to find a positive association between stress biomarkers and HbA1c. Our findings can inform future interventions aimed at improving glycemia for persons with type 2 diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Samuel Akyirem
- Graduate Trainee, Yale University",Cortisol People living with type 2 diabetes experience several psychological and social challenges related to their disease that can be stressful. These stressful events can impair patients' ability to maintain optimal glycemia. This study aim to assess the association between stress…
Diabetes Type 2,How do specific genetic variations or mutations influence the risk of developing Type 2 Diabetes? Or Why does Type 2 Diabetes affect Black Americans at a higher rate than others?,"Scientific Questions Being Studied
How do specific genetic variations or mutations influence the risk of developing Type 2 Diabetes? Or Why does Type 2 Diabetes affect Black Americans at a higher rate than others?","Project Purpose(s)
Disease Focused Research (Diabete Type 2 )
Population Health
Social / Behavioral
Drug Development
Methods Development
Control Set
Ancestry
Ethical, Legal, and Social Implications (ELSI)","Scientific Approaches
Find the correlation through data sets and more in-depth research methods between genetic variations/mutations for medications and causes for type 2 diabetes.","Anticipated Findings
We anticipate finding some correlation between certain types of medications that can help those who are at risk and have diabetes and bring awareness to this metabolic disorder by providing science-related discoveries and possible prevention strategies.","Demographic Categories of Interest
Race / Ethnicity
Age
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Cecilia Lopez
- Undergraduate Student, Arizona State University
Collaborators:
Jakhari Ross - Undergraduate Student, Arizona State University",Diabetes Type 2 How do specific genetic variations or mutations influence the risk of developing Type 2 Diabetes? Or Why does Type 2 Diabetes affect Black Americans at a higher rate than others?
