title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text,Extracted Team Info,Roles,Researchers,Institutions,Individuals Per Team,Unique Individuals Per Entry,Unique Institutions Per Entry,Is Multi-Institutional,Keywords,UMLS_Codes
Asthma and Obesity_ControlledTier(v7),Asthma tends to be more difficult to control in populations with comorbid obesity/overweight. We will leverage the data collected from the diverse population enrolled in the All of Us cohort to understand real-world medication use patterns and explore potential drugs…,"Scientific Questions Being Studied
Asthma tends to be more difficult to control in populations with comorbid obesity/overweight. We will leverage the data collected from the diverse population enrolled in the All of Us cohort to understand real-world medication use patterns and explore potential drugs that may benefit this population in terms of asthma control.","Project Purpose(s)
Disease Focused Research (asthma, obesity)","Scientific Approaches
We will focus on adults (greater than or equal to 18 years old) with asthma and comorbid obesity/overweight. We will first characterize medication use patterns in this population. We will evaluate the associations between the initiations of different classes of drugs and their effects on various health outcomes.","Anticipated Findings
The findings from this study will help us understand the real-world medication use patterns and provide insight into potential medications that can be beneficial for asthma control.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Lijuan Zeng
- Graduate Trainee, Johns Hopkins University",Asthma and Obesity_ControlledTier(v7) Asthma tends to be more difficult to control in populations with comorbid obesity/overweight. We will leverage the data collected from the diverse population enrolled in the All of Us cohort to understand real-world medication use patterns and explore potential drugs…,"1. [""Owner"", ""Graduate Trainee""]
2. [""Lijuan Zeng""]
3. [""Johns Hopkins University""]","['Owner', 'Graduate Trainee']",['Lijuan Zeng'],['Johns Hopkins University'],1,1,1,FALSE,"['Asthma', 'Obesity', 'Overweight', 'Medication Use Patterns', 'All of Us Cohort', 'Drug Initiation', 'Health Outcomes', 'Real-World Data', 'Comorbidity', 'Population Diversity']","['C0004096', 'C0028754', 'C0349745', 'C0013227', 'C1708628', 'C0013012', 'C0018563', 'C1510729', 'C0009450', 'C1705903']"
Elena_lit_review,"Demographics of those with Multiple Sclerosis, COPD, Ischaemic Stroke, Atopic Dermatitis, Asthma, Rheumatoid Arthritis, Venuous Thromboembolism, ALS, Major Depressive Disorder, Schizophrenia, Platelet Count, Alzheimers in v7","Scientific Questions Being Studied
Demographics of those with Multiple Sclerosis, COPD, Ischaemic Stroke, Atopic Dermatitis, Asthma, Rheumatoid Arthritis, Venuous Thromboembolism, ALS, Major Depressive Disorder, Schizophrenia, Platelet Count, Alzheimers in v7","Project Purpose(s)
Ancestry","Scientific Approaches
Want to test blood cell traits for associations with these diseases, but first need to assess if AllofUs has enough individuals with these diseases.","Anticipated Findings
I will obtain the age, sex, and ancestry of indivduals with these diseases. This will determine if there is enough data to look for associations","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Micah Hysong
- Graduate Trainee, University of North Carolina, Chapel Hill","Elena_lit_review Demographics of those with Multiple Sclerosis, COPD, Ischaemic Stroke, Atopic Dermatitis, Asthma, Rheumatoid Arthritis, Venuous Thromboembolism, ALS, Major Depressive Disorder, Schizophrenia, Platelet Count, Alzheimers in v7","1. [""Owner"", ""Graduate Trainee""]
2. [""Micah Hysong""]
3. [""University of North Carolina, Chapel Hill""]","['Owner', 'Graduate Trainee']",['Micah Hysong'],"['University of North Carolina, Chapel Hill']",1,1,1,FALSE,"['Multiple Sclerosis', 'COPD', 'Ischaemic Stroke', 'Atopic Dermatitis', 'Asthma', 'Rheumatoid Arthritis', 'Venous Thromboembolism', 'ALS', 'Major Depressive Disorder', 'Schizophrenia']","['C0026769', 'C0024115', 'C0027051', 'C0037274', 'C0004096', 'C0035243', 'C0042384', 'C0002736', 'C0008301', 'C0025193']"
"Asthma - geography, climate, or genetics? A demo workspace for teaching.","Recent systematic reviews have looked at geography (1), and genetics with environment (2) in relation to asthma. This workspace will be used to investigate the data available to support these viewpoints as a general orientation to students we will be…","Scientific Questions Being Studied
Recent systematic reviews have looked at geography (1), and genetics with environment (2) in relation to asthma. This workspace will be used to investigate the data available to support these viewpoints as a general orientation to students we will be training at my institution through our participation in the All of Us Program for Academic Libraries.
1. Song M, Hwang S, Son E, Yeo HJ, Cho WH, Kim TW, Kim K, Lee D, Kim YH. Geographical Differences of Risk of Asthma and Allergic Rhinitis according to Urban/Rural Area: a Systematic Review and Meta-analysis of Cohort Studies. J Urban Health. 2023 Jun;100(3):478-492. doi: 10.1007/s11524-023-00735-w.
2. Pham J, Bui DS, Lodge CJ, Abramson MJ, Lowe AJ, Li S, Win AK, Hew M, Dharmage SC. Genetic ancestry is associated with asthma, and this could be modified by environmental factors. A systematic review. Clin Exp Allergy. 2023 Jun;53(6):668-671. doi: 10.1111/cea.14308.","Project Purpose(s)
Educational","Scientific Approaches
For demonstration purposes, data from EHRs with asthma as a condition, using only those with over 10,000 participants, will be linked to Surveys (Personal and Family Medical History, Social Determinants of Health), Genomics data if possible, and Data Linkages to American Community Survey. By using datasets with large numbers and doing general analyses, such as a cluster analysis, there should be minimal risk reidentification or unintentionally harming specific groups.","Anticipated Findings
We  hope to encourage undergraduate and graduate students to work with their advisors to conduct research with All of Us data.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Margaret Henderson
- Other, San Diego State University","Asthma - geography, climate, or genetics? A demo workspace for teaching. Recent systematic reviews have looked at geography (1), and genetics with environment (2) in relation to asthma. This workspace will be used to investigate the data available to support these viewpoints as a general orientation to students we will be…","1. [""Owner""]
2. [""Margaret Henderson""]
3. [""San Diego State University""]",['Owner'],['Margaret Henderson'],['San Diego State University'],1,1,1,FALSE,"['asthma', 'pollution', 'systematic review', 'genetics', 'environment', 'urban', 'rural', 'EHRs', 'genomics', 'data linkage']","['C0004096', 'C0033633', 'C0039082', 'C0017399', 'C0014417', 'C1260716', 'C0449308', 'C0456651', 'C1709206', 'C1511676']"
Epidemiology of the Atopic Triad,"What are the racial and sex differences in the prevalence of allergic rhinitis, allergic conjunctivitis, asthma, and eczema within the American population? Seasonal allergies impact a chunk of the American population and allergic rhinitis is one of the most common…","Scientific Questions Being Studied
What are the racial and sex differences in the prevalence of allergic rhinitis, allergic conjunctivitis, asthma, and eczema within the American population?
Seasonal allergies impact a chunk of the American population and allergic rhinitis is one of the most common symptoms. There are many health disparities that exist within immune diseases, but not many studies examining the epidemiology of seasonal allergic rhinitis. Using the All of Us dataset, this study aims to identify racial, ethnic, and sex differences that exist between populations who experience allergic rhinitis.","Project Purpose(s)
Disease Focused Research (allergic rhinitis, allergic conjunctivitis, asthma, eczema)
Population Health
Educational","Scientific Approaches
Calculating and summarizing descriptive statistics to examine the prevalence and distribution of allergic rhinitis among different racial, ethnic, and sex groups. Functions like table(), prop.table(), and summary() can be used to generate frequency tables, proportions, and summary statistics.
Conducting comparative analysis between different racial, ethnic, and sex groups to identify differences in the prevalence or severity of allergic rhinitis. This can involve statistical tests such as chi-square tests, t-tests, or analysis of variance (ANOVA) to assess the significance of differences between groups.
Utilizing packages like ggplot2 to generate bar plots, box plots, or other relevant visualizations to compare allergic rhinitis prevalence across different demographic groups.
Performing multivariate analysis, such as logistic regression, to examine the independent effects of race, ethnicity, and sex on allergic rhinitis while controlling for potential confounding variables.","Anticipated Findings
We expect to find variations in the prevalence and severity of allergic rhinitis across racial, ethnic, and sex groups. These findings will contribute to our scientific knowledge by highlighting the unequal burden of allergies among different populations. This information can help us develop strategies to address these disparities and eventually lead to a study that examines the application of precision medicine.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Trinitee Oliver
- Project Personnel, All of Us Researcher Academy/RTI International
Trey-Rashad Hawkins
- Project Personnel, All of Us Researcher Academy/RTI International","Epidemiology of the Atopic Triad What are the racial and sex differences in the prevalence of allergic rhinitis, allergic conjunctivitis, asthma, and eczema within the American population? Seasonal allergies impact a chunk of the American population and allergic rhinitis is one of the most common…","1. [""Owner"", ""Project Personnel"", ""Project Personnel""]
2. [""Trinitee Oliver"", ""Trey-Rashad Hawkins""]
3. [""All of Us Researcher Academy/RTI International"", ""All of Us Researcher Academy/RTI International""]","['Owner', 'Project Personnel', 'Project Personnel']","['Trinitee Oliver', 'Trey-Rashad Hawkins']","['All of Us Researcher Academy/RTI International', 'All of Us Researcher Academy/RTI International']",2,2,1,FALSE,"['racial differences', 'sex differences', 'prevalence', 'allergic rhinitis', 'allergic conjunctivitis', 'asthma', 'eczema', 'American population', 'epidemiology', 'health disparities']","['C4722609', 'C0269948', 'C1518423', 'C0002111', 'C0002123', 'C0004096', 'C0013595', 'C0002395', 'C0014394', 'C4819825']"
SM IMIDs and sequelae,"1- Can we use All of Us data to investigate the most common comorbidities that could accompany immune mediated inflammatory diseases (IMIDs)? We want to utilize the unique data collected by the All of Us program including patient’s diagnosis, medications…","Scientific Questions Being Studied
1- Can we use All of Us data to investigate the most common comorbidities that could accompany immune mediated inflammatory diseases (IMIDs)? We want to utilize the unique data collected by the All of Us program including patient’s diagnosis,  medications and demographics such as underrepresented race data, and find the most common comorbidities that could accompany an IMID condition. We will then use the statistical methods to identify the significantly correlated conditions with each immune mediated inflammatory disease.
2- Can we identify the factors that accommodate the occurrence of these comorbidities in patients with IMID conditions? This will help to understand the risk factors that could affect the risk of developing conditions such as cancer, Asthma or other chronic and non-chronic conditions in patients who have dysregulated immune systems.","Project Purpose(s)
Disease Focused Research (Immune-mediated Inflammatory Disease)","Scientific Approaches
In this project, we plan on using the parametric and nonparametric statistical methods such as hypothesis testing to identify the correlation between different conditions in patients with and without IMIDs.
Further, we want to demonstrate the effect of an IMID patient’s characteristics on developing chronic and other conditions after being diagnosed with at least one IMID condition. We will be using hypothesis testing to test the significance of each risk score and scikit learn packages to develop risk score models. In addition, we will be using algorithms such as SHAP to find the most effective risk factors in developing sequelae for IMID patients.","Anticipated Findings
For this study, we anticipate demonstrating the correlation and effect of several risk factors on developing conditions such as cancer and chronic diseases in patients with IMID. In addition we will investigate the importance of clinical interventions in reducing the quality of life of patients with autoimmune conditions.
We expect to find: 1) the ease in using data from different sources (EHR and survey data) to build a model or calculate a risk of developing different conditions in patients with at least one IMID condition. 2) heterogeneity in the All of Us population, 3) More complete information about patients with IMIDs which could help us with understanding the mechanism of action in each of these conditions.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Sevda Molani
- Research Fellow, Institute for Systems Biology","SM IMIDs and sequelae 1- Can we use All of Us data to investigate the most common comorbidities that could accompany immune mediated inflammatory diseases (IMIDs)? We want to utilize the unique data collected by the All of Us program including patient’s diagnosis, medications…","1. [""Owner"", ""Research Fellow""]
2. [""Sevda Molani""]
3. [""Institute for Systems Biology""]","['Owner', 'Research Fellow']",['Sevda Molani'],['Institute for Systems Biology'],1,1,1,FALSE,"['immune mediated inflammatory diseases (IMIDs)', 'comorbidities', 'medications', 'underrepresented race data', 'asthma', 'demographics', 'risk factors', 'chronic diseases', 'hypothesis testing', 'patient characteristics']","['C1315964', 'C1548003', 'C0001883', 'C1707583', 'C0004096', 'C0011903', 'C0035317', 'C0009088', 'C4553695', 'C0030705']"
Racial and Ethnic Disparities in Medication Adherence Among Patients with Asthma,Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4…,"Scientific Questions Being Studied
Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4 times more likely to be hospitalized and 5 times more likely to die from asthma than compared to non-Hispanic White Americans. The ability to afford medication is a major determinant of medication adherence among patients. Therefore we sought to examine the racial and ethnic differences in asthma medication adherence in the United States.","Project Purpose(s)
Disease Focused Research (asthma)
Population Health
Social / Behavioral
Methods Development","Scientific Approaches
The association between reported cost-related barriers to medication adherence (could not afford prescription medication, skipped medication doses to save money, took less medication to save money, delayed filling a prescription to save money, asked for lower-cost medication to save money, purchased prescriptions from another country to save money, and used alternative therapies to save money) and race and ethnicity will be evaluated using logistic regression.","Anticipated Findings
To determine cost-related barriers to medication adherence by race and ethnicity in a nationwide cohort of patients with asthma.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care","Data Set Used
Controlled Tier","Research Team
Owner:
M. Sunil Mathew
- Project Personnel, University of Texas Health Science Center, Houston
Collaborators:
Olivia Kapera - Graduate Trainee, University of Texas Health Science Center, Houston
Nimisha Srikanth - Graduate Trainee, University of Texas Health Science Center, Houston
Luyu Xie - Research Fellow, University of Texas Health Science Center, Houston
Jackson Francis - Project Personnel, University of Texas Health Science Center, Houston",Racial and Ethnic Disparities in Medication Adherence Among Patients with Asthma Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4…,"Names:
1. [""M. Sunil Mathew"", ""Olivia Kapera"", ""Nimisha Srikanth"", ""Luyu Xie"", ""Jackson Francis""]
Roles:
2. [""Owner"", ""Graduate Trainee"", ""Graduate Trainee"", ""Research Fellow"", ""Project Personnel""]
Institutions:
3. [""University of Texas Health Science Center, Houston"", ""University of Texas Health Science Center, Houston"", ""University of Texas Health Science Center, Houston"", ""University of Texas Health Science Center, Houston"", ""University of Texas Health Science Center, Houston""]","['M. Sunil Mathew', 'Olivia Kapera', 'Nimisha Srikanth', 'Luyu Xie', 'Jackson Francis']","['Owner', 'Graduate Trainee', 'Graduate Trainee', 'Research Fellow', 'Project Personnel']","['University of Texas Health Science Center, Houston', 'University of Texas Health Science Center, Houston', 'University of Texas Health Science Center, Houston', 'University of Texas Health Science Center, Houston', 'University of Texas Health Science Center, Houston']",5,4,1,FALSE,"['Asthma', 'Chronic Disease', 'Disparities', 'Urban Neighborhoods', 'Medication Adherence', 'Racial Differences', 'Ethnicity', 'Logistic Regression', 'Cost-Related Barriers', 'Nationwide Cohort']","['C0004096', 'C2939174', 'C1518423', 'C0042015', 'C0879590', 'C4899733', 'C0243032', 'C0023989', 'C0010712', 'C1707106']"
Asthma disease biomarkers,"1. Understand the prevalence of asthma in a diverse patient population. 2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway. 3. Compare pulmonary functions among different asthma subgroups. Significance: Asthma is a complex disease, often…","Scientific Questions Being Studied
1. Understand the prevalence of asthma in a diverse patient population.
2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway.
3. Compare pulmonary functions among different asthma subgroups.
Significance: Asthma is a complex disease, often misdiagnosed and underdiagnosed due to its complex presentation and overlapping symptoms with other pulmonary dysfunctions. This project wants to explore asthma prevalence and its severity manifested by pulmonary impairments in a diverse population. The study can help us evaluate biomarkers to diagnose asthma and evaluate asthma severity.","Project Purpose(s)
Disease Focused Research (asthma)
Control Set","Scientific Approaches
I plan to use “all of us” dataset as a comparative dataset to analyze the prevalence of asthma disease and its association with other Th2 pathway related atopic conditions, allergy, contact dermatitis, etc. Depending on the availability of pulmonary function data, I want to explore the correlation between asthma, asthma related comorbidities, and the correlated lung function evaluations. Since the prevalence of asthma has been shown to be vary among different socio-economic groups, I want to use the “all of us” as a comparative dataset to discern any differences due to different study subject compositions.","Anticipated Findings
I expect to observe that the asthma and certain atopic co-morbidities are more likely to co-localize in subgroups of patients presenting a more severe lung function phenotype. I also expect to see those patients from different socio-economic groups group present with different prevalence of asthma, and may have different disease manifestation.","Demographic Categories of Interest
Age
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Yifei Yang
- Other, Mayo Clinic","Asthma disease biomarkers 1. Understand the prevalence of asthma in a diverse patient population. 2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway. 3. Compare pulmonary functions among different asthma subgroups. Significance: Asthma is a complex disease, often…","1. [""Owner""]
2. [""Yifei Yang""]
3. [""Mayo Clinic""]",['Owner'],['Yifei Yang'],['Mayo Clinic'],1,1,1,FALSE,"['Asthma', 'Prevalence of asthma', 'Atopic conditions', 'Th2 pathway', 'Pulmonary functions', 'Asthma subgroups', 'Misdiagnosed asthma', 'Underdiagnosed asthma', 'Biomarkers for asthma', 'Lung function evaluations']","['C0004096', 'C4082137', 'C0004153', 'C1336640', 'C0034065', 'C0677882', 'C2930903', 'C2930904', 'C0024093', 'C0024109']"
Physical Activity and Respiratory Disease,"Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with…","Scientific Questions Being Studied
Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with asthma.","Project Purpose(s)
Disease Focused Research (respiratory system disease)","Scientific Approaches
We will look at PA and respiratory disease. We will develop diagnoses definitions using Electronic Health Records (EHR) and survey results, filtering for, in part, International Classification of Diseases (ICD) codes and medication prescriptions. We will use Fitbit data (daily steps, intraday steps, heart rate, intensity), EHR data (billing, medications, comorbidities), survey results (self-reported physical health and limitations, local environment information which may impact PA), geographic information, and demographic information.","Anticipated Findings
We expect that increased PA in the cohort will be associated with better outcomes and lower incidence of respiratory disease. We may find significant differences based on geographic information, demographic information, or associated comorbidities that can be used to influence future studies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Joshua Halevi
- Undergraduate Student, Vanderbilt University Medical Center
Collaborators:
Katherine Cahill - Early Career Tenure-track Researcher, Vanderbilt University Medical Center
Jeffrey Annis - Other, Vanderbilt University Medical Center","Physical Activity and Respiratory Disease Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with…","1. [""Owner"", ""Collaborator"", ""Collaborator""]
2. [""Joshua Halevi"", ""Katherine Cahill"", ""Jeffrey Annis""]
3. [""Vanderbilt University Medical Center"", ""Vanderbilt University Medical Center"", ""Vanderbilt University Medical Center""]","['Owner', 'Collaborator', 'Collaborator']","['Joshua Halevi', 'Katherine Cahill', 'Jeffrey Annis']","['Vanderbilt University Medical Center', 'Vanderbilt University Medical Center', 'Vanderbilt University Medical Center']",3,3,1,FALSE,"['Physical activity', 'Respiratory disease', 'Incident diagnoses', 'Existing diagnoses', 'Asthma', 'COPD', 'Electronic Health Records', 'International Classification of Diseases', 'Fitbit data', 'Geographic information']","['C0031843', 'C0035203', 'C1561643', 'C1550729', 'C0004096', 'C0024117', 'C1519155', 'C0220981', 'C2939426', 'C1519182']"
Covid-19,"This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of…","Scientific Questions Being Studied
This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of issues reported based on the brand of vaccines received (Pfizer, Moderna, J&J, etc.). Also, analysis will be performed to determine if a specific group or ethnicity prone to certain genetic or environmental factors (Diabetes, Hypercholesterolemia, Asthma, etc.) are particularly affected.","Project Purpose(s)
Disease Focused Research (Covid-19)
Educational","Scientific Approaches
Utilize the v7 dataset to determine the type of information available and perform research based on this information.","Anticipated Findings
Anticipated findings are that individuals prone to respiratory diseases are negatively affected by the COVID-19 vaccinations received and may suffer from 'long-covid' compared to the rest of the population.","Demographic Categories of Interest
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Pratyusha Panchangam
- Undergraduate Student, Arizona State University
gabriela  patino
- Undergraduate Student, Arizona State University","Covid-19 This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of…","1. [""Owner"", ""Undergraduate Student"", ""Undergraduate Student""]
2. [""Pratyusha Panchangam"", ""gabriela patino""]
3. [""Arizona State University"", ""Arizona State University""]","['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Pratyusha Panchangam', 'gabriela patino']","['Arizona State University', 'Arizona State University']",2,2,1,FALSE,"['vaccines', 'side effects', 'brand of vaccines', 'Pfizer', 'Moderna', 'J&J', 'genetic factors', 'environmental factors', 'Asthma', 'respiratory diseases']","['C0042309', 'C0013227', 'C4722046', 'C4722047', 'C4722048', 'C4722049', 'C0687132', 'C0014394', 'C0004096', 'C0035222']"
Asthma and FABP4 Variants - 2nd attempt,"Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way…","Scientific Questions Being Studied
Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way for personalized therapeutic strategies. Our primary scientific question revolves around understanding the role of FABP4 gene variants in the pathogenesis and progression of asthma. Specifically, we are investigating the following queries: Are FABP4 gene variants associated with an increased risk of developing asthma? Do these genetic variants affect the severity or control of asthma symptoms? Are there significant interactions between these FABP4 genetic variants and environmental factors that may modulate asthma risk and severity?","Project Purpose(s)
Disease Focused Research (asthma)
Ancestry","Scientific Approaches
Our study will investigate the role of FABP4 genetic variants in asthma. We will focus our work on adults and compare the prevalence of asthma diagnosis between those with and without FABP4 variants. We will also attempt to compare the prevalence of FABP4 genetic variants in asthma disease severity through an estimation of the asthma controller medications that are used (eg. Inhaled corticosteroids, or targeted biologic therapies). We will compare differences in participant characteristics using simple descriptive statistics and report the prevalence of genetic variants in asthma (by severity) compared to non-asthma participants.","Anticipated Findings
We expect there to be a greater proportion of FABP4 genetic variants in the asthma cohort compared to non-asthma. Further, we anticipate that the FABP4-variant asthma participants will have a greater overall severity of asthma with greater proportion of individuals requiring inhaled and systemic corticosteroids.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Justin Salciccioli
- Research Fellow, Mass General Brigham","Asthma and FABP4 Variants - 2nd attempt Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way…","1. [""Owner""]
2. [""Justin Salciccioli""]
3. [""Mass General Brigham""]",['Owner'],['Justin Salciccioli'],['Mass General Brigham'],1,1,1,FALSE,"['Asthma', 'Genetic factors', 'FABP4 variants', 'Disease pathogenesis', 'Risk prediction models', 'Personalized therapeutic strategies', 'Asthma severity', 'Environmental factors', 'Asthma controller medications', 'Corticosteroids']","['C0004096', 'C0017337', 'C2830590', 'C0012634', 'C1515180', 'C1522346', 'C0012655', 'C0014394', 'C0004110', 'C0003454']"
Asthma,"To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian.","Scientific Questions Being Studied
To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian.","Project Purpose(s)
Disease Focused Research (asthma)
Ancestry","Scientific Approaches
Genome-wide association study(GWAS) will be performed using array data and whole genome sequencing data.","Anticipated Findings
Asthma is a common respiratory disease. SNPS and indels associated with asthma-related phenotypes will be indentified.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Huashi Li
- Project Personnel, University of Arizona","Asthma To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian.","1. [""Owner"", ""Project Personnel""]
2. [""Huashi Li""]
3. [""University of Arizona""]","['Owner', 'Project Personnel']",['Huashi Li'],['University of Arizona'],1,1,1,FALSE,"['Genetics of asthma-related phenotypes', 'Non-hispanic white', 'Blacks', 'Hispanic/Latino', 'Asian', 'Genome-wide association study (GWAS)', 'Array data', 'Whole genome sequencing data', 'SNPs', 'Indels']","['C0004096', 'C1261321', 'C0005555', 'C0263194', 'C0004043', 'C1706316', 'C1705720', 'C1706836', 'C1705555', 'C2751340']"
IL9 epigenetic regulation,"We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact…","Scientific Questions Being Studied
We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact with the IL9 gene through epigenetic short-range and long-range interactions.","Project Purpose(s)
Disease Focused Research (allergic disease and IL9 regulation)
Drug Development
Ancestry","Scientific Approaches
This is an exploratory study. We intend to look for disease associated SNPs within coding and noncoding regulatory regions. We will search for known allergy-associated SNPs within these regions, and we will also look for SNP-phenotype associations. This will involve GWAS and PheWas analysis","Anticipated Findings
We hope to find associations between noncoding regulatory regions of the IL9 locus and human disease. We are interested in epigenetic regulation of IL-9, and these findings will help us to understand how noncoding DNA (enhancers, repressors) and long-range chromatin interactions might promote allergic disease. This is a relatively new area of investigation, particularly with regards to IL-9.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Daniella Schwartz
- Early Career Tenure-track Researcher, University of Pittsburgh","IL9 epigenetic regulation We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact…","1. [""Owner"", ""Early Career Tenure-track Researcher""]
2. [""Daniella Schwartz""]
3. [""University of Pittsburgh""]","['Owner', 'Early Career Tenure-track Researcher']",['Daniella Schwartz'],['University of Pittsburgh'],1,1,1,FALSE,"['Polymorphisms', 'IL9 gene', 'Allergic asthma', 'Genetic variation', 'Noncoding regulatory DNA', 'Epigenetic interactions', 'Disease associated SNPs', 'Epigenetic regulation', 'Enhancers', 'Long-range chromatin interactions']","['C2707015', 'C1334051', 'C0004936', 'C3273292', 'C2986783', 'C1699199', 'C3810554', 'C1707499', 'C1707272', 'C2988981']"
