title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
Racial and Ethnic Disparities in Medication Adherence Among Patients with Asthma,Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4…,"Scientific Questions Being Studied
Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4 times more likely to be hospitalized and 5 times more likely to die from asthma than compared to non-Hispanic White Americans. The ability to afford medication is a major determinant of medication adherence among patients. Therefore we sought to examine the racial and ethnic differences in asthma medication adherence in the United States.","Project Purpose(s)
Disease Focused Research (asthma)
Population Health
Social / Behavioral
Methods Development","Scientific Approaches
The association between reported cost-related barriers to medication adherence (could not afford prescription medication, skipped medication doses to save money, took less medication to save money, delayed filling a prescription to save money, asked for lower-cost medication to save money, purchased prescriptions from another country to save money, and used alternative therapies to save money) and race and ethnicity will be evaluated using logistic regression.","Anticipated Findings
To determine cost-related barriers to medication adherence by race and ethnicity in a nationwide cohort of patients with asthma.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care","Data Set Used
Controlled Tier","Research Team
Owner:
M. Sunil Mathew
- Project Personnel, University of Texas Health Science Center, Houston
Collaborators:
Olivia Kapera - Graduate Trainee, University of Texas Health Science Center, Houston
Nimisha Srikanth - Graduate Trainee, University of Texas Health Science Center, Houston
Luyu Xie - Research Fellow, University of Texas Health Science Center, Houston
Jackson Francis - Project Personnel, University of Texas Health Science Center, Houston",Racial and Ethnic Disparities in Medication Adherence Among Patients with Asthma Asthma is a common chronic disease worldwide and displays the greatest disparities among all diseases in the United States. Those living in urban neighborhoods have disproportionately higher rates of asthma symptoms. A recent study showed that African Americans are 4…
Asthma disease biomarkers,"1. Understand the prevalence of asthma in a diverse patient population. 2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway. 3. Compare pulmonary functions among different asthma subgroups. Significance: Asthma is a complex disease, often…","Scientific Questions Being Studied
1. Understand the prevalence of asthma in a diverse patient population.
2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway.
3. Compare pulmonary functions among different asthma subgroups.
Significance: Asthma is a complex disease, often misdiagnosed and underdiagnosed due to its complex presentation and overlapping symptoms with other pulmonary dysfunctions. This project wants to explore asthma prevalence and its severity manifested by pulmonary impairments in a diverse population. The study can help us evaluate biomarkers to diagnose asthma and evaluate asthma severity.","Project Purpose(s)
Disease Focused Research (asthma)
Control Set","Scientific Approaches
I plan to use “all of us” dataset as a comparative dataset to analyze the prevalence of asthma disease and its association with other Th2 pathway related atopic conditions, allergy, contact dermatitis, etc. Depending on the availability of pulmonary function data, I want to explore the correlation between asthma, asthma related comorbidities, and the correlated lung function evaluations. Since the prevalence of asthma has been shown to be vary among different socio-economic groups, I want to use the “all of us” as a comparative dataset to discern any differences due to different study subject compositions.","Anticipated Findings
I expect to observe that the asthma and certain atopic co-morbidities are more likely to co-localize in subgroups of patients presenting a more severe lung function phenotype. I also expect to see those patients from different socio-economic groups group present with different prevalence of asthma, and may have different disease manifestation.","Demographic Categories of Interest
Age
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Yifei Yang
- Other, Mayo Clinic","Asthma disease biomarkers 1. Understand the prevalence of asthma in a diverse patient population. 2. Explore the correlation between asthma and other atopic conditions related to Th2 pathway. 3. Compare pulmonary functions among different asthma subgroups. Significance: Asthma is a complex disease, often…"
Physical Activity and Respiratory Disease,"Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with…","Scientific Questions Being Studied
Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with asthma.","Project Purpose(s)
Disease Focused Research (respiratory system disease)","Scientific Approaches
We will look at PA and respiratory disease. We will develop diagnoses definitions using Electronic Health Records (EHR) and survey results, filtering for, in part, International Classification of Diseases (ICD) codes and medication prescriptions. We will use Fitbit data (daily steps, intraday steps, heart rate, intensity), EHR data (billing, medications, comorbidities), survey results (self-reported physical health and limitations, local environment information which may impact PA), geographic information, and demographic information.","Anticipated Findings
We expect that increased PA in the cohort will be associated with better outcomes and lower incidence of respiratory disease. We may find significant differences based on geographic information, demographic information, or associated comorbidities that can be used to influence future studies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Joshua Halevi
- Undergraduate Student, Vanderbilt University Medical Center
Collaborators:
Katherine Cahill - Early Career Tenure-track Researcher, Vanderbilt University Medical Center
Jeffrey Annis - Other, Vanderbilt University Medical Center","Physical Activity and Respiratory Disease Our goal is to understand the relationship between physical activity (PA) and respiratory disease. We will examine incident and existing diagnoses of respiratory diseases, not limited to asthma and COPD. PA is associated with better respiratory outcomes among patients with…"
Covid-19,"This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of…","Scientific Questions Being Studied
This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of issues reported based on the brand of vaccines received (Pfizer, Moderna, J&J, etc.). Also, analysis will be performed to determine if a specific group or ethnicity prone to certain genetic or environmental factors (Diabetes, Hypercholesterolemia, Asthma, etc.) are particularly affected.","Project Purpose(s)
Disease Focused Research (Covid-19)
Educational","Scientific Approaches
Utilize the v7 dataset to determine the type of information available and perform research based on this information.","Anticipated Findings
Anticipated findings are that individuals prone to respiratory diseases are negatively affected by the COVID-19 vaccinations received and may suffer from 'long-covid' compared to the rest of the population.","Demographic Categories of Interest
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Pratyusha Panchangam
- Undergraduate Student, Arizona State University
gabriela  patino
- Undergraduate Student, Arizona State University","Covid-19 This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of…"
Asthma and FABP4 Variants - 2nd attempt,"Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way…","Scientific Questions Being Studied
Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way for personalized therapeutic strategies. Our primary scientific question revolves around understanding the role of FABP4 gene variants in the pathogenesis and progression of asthma. Specifically, we are investigating the following queries: Are FABP4 gene variants associated with an increased risk of developing asthma? Do these genetic variants affect the severity or control of asthma symptoms? Are there significant interactions between these FABP4 genetic variants and environmental factors that may modulate asthma risk and severity?","Project Purpose(s)
Disease Focused Research (asthma)
Ancestry","Scientific Approaches
Our study will investigate the role of FABP4 genetic variants in asthma. We will focus our work on adults and compare the prevalence of asthma diagnosis between those with and without FABP4 variants. We will also attempt to compare the prevalence of FABP4 genetic variants in asthma disease severity through an estimation of the asthma controller medications that are used (eg. Inhaled corticosteroids, or targeted biologic therapies). We will compare differences in participant characteristics using simple descriptive statistics and report the prevalence of genetic variants in asthma (by severity) compared to non-asthma participants.","Anticipated Findings
We expect there to be a greater proportion of FABP4 genetic variants in the asthma cohort compared to non-asthma. Further, we anticipate that the FABP4-variant asthma participants will have a greater overall severity of asthma with greater proportion of individuals requiring inhaled and systemic corticosteroids.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Justin Salciccioli
- Research Fellow, Mass General Brigham","Asthma and FABP4 Variants - 2nd attempt Asthma is a complex disease influenced by both genetic and environmental factors. Unraveling the role of genetic factors like FABP4 variants could provide valuable insights into the disease's pathogenesis, contribute to improved risk prediction models, and potentially pave the way…"
Asthma,"To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian.","Scientific Questions Being Studied
To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian.","Project Purpose(s)
Disease Focused Research (asthma)
Ancestry","Scientific Approaches
Genome-wide association study(GWAS) will be performed using array data and whole genome sequencing data.","Anticipated Findings
Asthma is a common respiratory disease. SNPS and indels associated with asthma-related phenotypes will be indentified.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Huashi Li
- Project Personnel, University of Arizona","Asthma To investigate genetics of asthma-related phenotypes in non-hispanic white, blacks, hispanic/latino and asian."
IL9 epigenetic regulation,"We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact…","Scientific Questions Being Studied
We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact with the IL9 gene through epigenetic short-range and long-range interactions.","Project Purpose(s)
Disease Focused Research (allergic disease and IL9 regulation)
Drug Development
Ancestry","Scientific Approaches
This is an exploratory study. We intend to look for disease associated SNPs within coding and noncoding regulatory regions. We will search for known allergy-associated SNPs within these regions, and we will also look for SNP-phenotype associations. This will involve GWAS and PheWas analysis","Anticipated Findings
We hope to find associations between noncoding regulatory regions of the IL9 locus and human disease. We are interested in epigenetic regulation of IL-9, and these findings will help us to understand how noncoding DNA (enhancers, repressors) and long-range chromatin interactions might promote allergic disease. This is a relatively new area of investigation, particularly with regards to IL-9.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Daniella Schwartz
- Early Career Tenure-track Researcher, University of Pittsburgh","IL9 epigenetic regulation We seek to understand whether polymorphisms in the IL9 gene, or related genes important for IL9 regulation of IL-9-producing cells, are linked to allergic asthma. We are particularly interested in genetic variation of noncoding regulatory DNA regions that might interact…"
Asthma dataset v6,"Asthma is the most common chronic disease among children worldwide, and displays the greatest disparities among all diseases in the United States. Children living in urban neighborhoods have disproportionately higher rates of asthma symptoms. Recent study showed that African Americans…","Scientific Questions Being Studied
Asthma is the most common chronic disease among children worldwide, and displays the greatest disparities among all diseases in the United States. Children living in urban neighborhoods have disproportionately higher rates of asthma symptoms. Recent study showed that African Americans (AAs) are 4 times more likely to be hospitalized and 5 times more likely to die from asthma than European Americans (EAs). Therefore we sought to determine whether asthma racial ancestry differences are modulated by gene, allergic comorbidities, and socioenvironmental exposure risk factors. We will identify genomic and other exposures association in different group of children from the all of us network. In addition, we aim to evaluate that asthmatics and healthy individuals are geographically clustered in specific locations potentially race-driven socio-environmental exposure risk factors.","Project Purpose(s)
Disease Focused Research (asthma, rhinitis, atopic dermatitis, eosinophilic esophagitis, food allergy)
Population Health
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
A major strength of this research is the existence of a well-characterized multi-site asthma cohort with infrastructure that links genetic, non-genetic factors into a single dataset. The population of interest are children and adolescents,0-21 years old, admitted  for an asthma exacerbation that are identified on an ongoing basis by research staff via electronic admission diagnosis of asthma and/or clinician activation of the treatment order set for an asthma exacerbation. We will make use of a simplified evidence synthesis protocol to select environmental covariates of interest to asthma. Then, an implied graph will be built to infer causal effects to the dataset. Finally, backdoor criterion will be used to remove any open paths, check for colliders and over control in the implied graph. Complementarily, we will perform a Variance Inflated Factor (VIF) stepwise model selection to account for multicollinearity. Multivariate models will depend from the nature of the analyzed outcome.","Anticipated Findings
The proposed research lays  down in fundamental information about whether individual’s genetics, allergic comorbidities, and socio-environmental exposure factors as well as their interactions can affect asthma risk and racial disparities:
Here are some recent articles from our lab (mershalab) at Cincinnati Children's Medical Center related to EHR, Asthma and other allergic diseases.
Multilevel analysis of racial and ethnic disparities in COVID-19 hospitalization among children with allergies
https://pubmed.ncbi.nlm.nih.gov/36622831/
Understanding racial disparities in childhood asthma using individual- and neighborhood-level risk factors
https://pubmed.ncbi.nlm.nih.gov/35970309/
Resolving the etiology of atopic disorders by using genetic analysis of racial ancestry
https://pubmed.ncbi.nlm.nih.gov/27297995/","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Geography
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
esteban correa
- Research Associate, Cincinnati Children's Hospital Medical Center
Collaborators:
Tesfaye Mersha - Senior Researcher, Cincinnati Children's Hospital Medical Center
Yadu Gautam - Research Associate, Cincinnati Children's Hospital Medical Center","Asthma dataset v6 Asthma is the most common chronic disease among children worldwide, and displays the greatest disparities among all diseases in the United States. Children living in urban neighborhoods have disproportionately higher rates of asthma symptoms. Recent study showed that African Americans…"
Duplicate of Duplicate of Asthma GWAS - Controlled Tier - Version 5,Identify genetic variants associated with asthma phenotypes in a multi ancestry dataset through a genome-wide association study (GWAS) and develop a polygenic risk score,"Scientific Questions Being Studied
Identify genetic variants associated with asthma phenotypes in a multi ancestry dataset through a genome-wide association study (GWAS) and develop a polygenic risk score","Project Purpose(s)
Disease Focused Research (Asthma)","Scientific Approaches
Genome-Wide Association Study using PLINK in the terminal or Hail and develop a Polygenic Risk Score","Anticipated Findings
That I will find different genetic variants associated with different asthma phenotypes. With the polygenic risk score, we may be able to develop a genetic predictor tool for the asthma phenotypes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Angelico  Mendy
- Early Career Tenure-track Researcher, University of Cincinnati",Duplicate of Duplicate of Asthma GWAS - Controlled Tier - Version 5 Identify genetic variants associated with asthma phenotypes in a multi ancestry dataset through a genome-wide association study (GWAS) and develop a polygenic risk score
Comorbidity and pleiotropy,"This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for…","Scientific Questions Being Studied
This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for example, diabetes, cardiovascular disease, and asthma. People with comorbid medical conditions, especially involving both mental and physical disorders, suffer from greater burden of symptom severity, functional disability, and increased mortality. Yet, we have limited understanding of the etiological bases of such comorbid conditions. In this project, we aim to investigate: (1) the prevalence of comorbidity;  (2) risk factors; and (3) potential causal mechanisms associated with various comorbid medical conditions.","Project Purpose(s)
Disease Focused Research (Psychiatric disorders and comorbid health conditions (e.g., pain))
Population Health
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
First, we will use ICD10 or ICD9 code to identify mental disorders with the prevalence greater than 1%.
Second, for the identified mental disorders, we will identify comorbidity between mental disorders (e.g., depression and ADHD) and related health conditions (e.g., depression and pain).
Third, for each of the mental disorders (e.g., depression), we will examine demographic, family history, genetics, and lifestyle measures that are more common among people with comorbid health conditions vs. people only with/out a mental disorder. Multiple regression will be used to estimate the effect of the examined risk factors, while accounting for age, sex, and top ten genetic components for population substructure.
This analysis will be conducted within each population and examined for heterogeneity across different populations.
Software: Our analysis will be conducted using R, PLINK, PRSCSX, PRSICE, and shell scripts.","Anticipated Findings
There are two public health benefits. First, our findings will provide critical insights into potential etiologic relationships between distinct medical conditions. Previous studies have focused on examining a pair of comorbid disorders, while our study findings will examine multiple comorbid conditions. Second, our study findings will identify risk/resilience factors related to comorbid medical conditions. Treating people with comorbid disorders has been a major challenge, especially, those with both mental and physical conditions. Identification of risk/resilience factors will form a critical basis for risk prediction and personalized intervention strategies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Phil Lee
- Early Career Tenure-track Researcher, Mass General Brigham","Comorbidity and pleiotropy This project aims to understand etiologic mechanisms underlying comorbidity of mental disorders and related health traits using the analysis of large-scale phenotype and genotype data. People diagnosed with mental disorders are at greater risk of developing comorbid health conditions, for…"
TyG and asthma exacerbations,"We hypothesize that the triglyceride-glucose index (TyG) is associated with an increased risk of asthma exacerbation among those with asthma. Using a different dataset, we have found that people with an elevated baseline TyG were at higher risk for asthma…","Scientific Questions Being Studied
We hypothesize that the triglyceride-glucose index (TyG) is associated with an increased risk of asthma exacerbation among those with asthma. Using a different dataset, we have found that people with an elevated baseline TyG were at higher risk for asthma exacerbation, even after adjusting for known confounders. We would like to see if these results can be replicated with data from All of Us.","Project Purpose(s)
Disease Focused Research (asthma)","Scientific Approaches
The datasets will include participants who are diagnosed with asthma. We will find the first time they had a calculable TyG measurement, and follow them over time to see whether they have an asthma exacerbation (defined as an emergency or urgent care visit for asthma, a hospitalization for asthma, or an asthma-related corticosteroid prescription). Cox proportional hazards regression will be used to see if an elevated TyG measurement is associated with asthma exacerbations after adjusting for known confounders (demographic variables, comorbidities, body mass index, asthma and metabolic medication use, prior exacerbation, and eosinophil count).","Anticipated Findings
We anticipate that among All of Us participants with asthma, elevated TyG will be associated with an increased hazard of asthma exacerbation, independent of known risk factors. If we can replicate this finding with All of Us data, then our results would be more generalizable, and TyG measurements might be useful in identifying asthma patients who could benefit from more intensive asthma treatment.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kristen Staggers
- Project Personnel, Baylor College of Medicine
Collaborators:
Tianshi Wu - Early Career Tenure-track Researcher, Baylor College of Medicine","TyG and asthma exacerbations We hypothesize that the triglyceride-glucose index (TyG) is associated with an increased risk of asthma exacerbation among those with asthma. Using a different dataset, we have found that people with an elevated baseline TyG were at higher risk for asthma…"
Asthma mortality disparity,"This study asks which subpopulations with asthma have a higher likelihood of mortality. In a preceding study, characteristics such as sex and race or ethnicity, as well as type of provider and region, were found to impact the likelihood of…","Scientific Questions Being Studied
This study asks which subpopulations with asthma have a higher likelihood of mortality. In a preceding study, characteristics such as sex and race or ethnicity, as well as type of provider and region, were found to impact the likelihood of receiving guideline-appropriate medications for asthma exacerbation. Identifying which subpopulations experience the worst health disparities can lead to more effectively targeted public health interventions, improved provider curricula, and health policy that delivers equitable care. Understanding the extent to which treatment disparities impact lost years of life is a social justice issue for those with asthma. This study informs  the equitable distribution of limited public health resources.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
Condition, observation, and death datasets will be utilized to create queries that describe asthma mortality in terms of subpopulation. Statistical analyses will be conducted within the Jupyter program. Chi-square analysis will be utilized to determine significance of proposed predictors on the risk of mortality. Odds ratios will be generated with logistic regression to quantify the extent to which subpopulation membership predicts mortality.","Anticipated Findings
This study is anticipated to support and possibly quantify how severely asthma raises the risk of death among subpopulations. This study would provide support to the rest of this research trajectory that aims to describe pediatric asthma treatment compliance by providers and the impacts of non-compliance. Patient adherence to asthma control medication is well described in the literature. Among the few articles analyzing provider adherence to medication prescription guidelines for persistent asthma, little is known about provider adherence to these prescribing guidelines for children. This project will help describe the significance of researching treatment disparities for asthma.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Stacey Marye
- Early Career Tenure-track Researcher, University of North Carolina, Greensboro","Asthma mortality disparity This study asks which subpopulations with asthma have a higher likelihood of mortality. In a preceding study, characteristics such as sex and race or ethnicity, as well as type of provider and region, were found to impact the likelihood of…"
Subtyping complex disease using EHR (CONTROLLED TIER),"Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity…","Scientific Questions Being Studied
Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity is suspected but has not so far been demonstrated for many other phenotypes. Existing data-driven subtyping methods primarily rely on data clustering methods that are not guaranteed to capture genetically- or clinically-relevant stratification of patients, thus, impeding our ability to take an important step towards personalized medicine by defining treatment at the subphenotypic level. The goal of this proposal is to enable a robust identification of clinically-relevant subphenotypic variation given no prior knowledge.","Project Purpose(s)
Methods Development","Scientific Approaches
This study’s aim is the development of a contrastive learning method to define de novo phenotypic subtypes of complex disease based on electronic health records, and the application of the method to analyze the heterogeneity in clinical trajectories of conditions for which subphenotypic heterogeneity will be identified.","Anticipated Findings
A successful implementation of this study will provide a general and robust approach for learning phenotypic subtypes, which can then be applied to many phenotypes within and outside the All of Us database.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Elior Rahmani
- Other, University of California, Los Angeles","Subtyping complex disease using EHR (CONTROLLED TIER) Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity…"
Asthma: Interactions with Genetics and Environment,"Our long-term goal is to understand genetic inheritance and the economic relationship with asthma development, specifically in non-smokers. The specific objective of this proposal is to determine the cross-sectional interactions of genetics and income on the probability of developing asthma…","Scientific Questions Being Studied
Our long-term goal is to understand genetic inheritance and the economic relationship with asthma development, specifically in non-smokers. The specific objective of this proposal is to determine the cross-sectional interactions of genetics and income on the probability of developing asthma using the whole genome data that the NIH workbench offers. We formulated this hypothesis, in part, based on our robust preliminary data, which shows significant associations between asthma and genetics or household incomes; however, no research shows the interactions of the two variables on asthma. The rationale for the proposed research is that once it is known how genetics and the environment play a role in the development of asthma, we will be able to better predict populations that are vulnerable.","Project Purpose(s)
Disease Focused Research (asthma)
Population Health
Ancestry","Scientific Approaches
The central hypothesis is that patients at lower household incomes with the previously determined asthma associated genes (ADAMS33, IL13, IL4RA, TNF, TBXA2R and ORMDL3/GSDMB) are significantly more likely to develop asthma than those with the same genes at higher household incomes. We will exclude smokers from the study cohorts to try to remove the confounding variable of smoking, which is heavily associated with lung problems, including asthma. We hope to develop the hazard ratio of having genome polymorphisms, household income, and the combination of the two on asthma development.","Anticipated Findings
The central hypothesis is that patients at lower household incomes with the previously determined asthma-associated genes (ADAMS33, IL13, IL4RA, TNF, TBXA2R, and ORMDL3/GSDMB) are significantly more likely to develop asthma than those with the same genes at higher household incomes. We formulated this hypothesis, in part, based on our robust preliminary data, which shows significant associations between asthma and genetics or household incomes; however, no research shows the interactions of the two variables on asthma. The rationale for the proposed study is that once it is known how genetics and the environment play a role in the development of asthma, we will be able to better predict populations that are vulnerable.","Demographic Categories of Interest
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Ricardo Costa
- Project Personnel, Louisiana State University Health Shreveport
Nicholas Jones
- Graduate Trainee, Louisiana State University Health Shreveport","Asthma: Interactions with Genetics and Environment Our long-term goal is to understand genetic inheritance and the economic relationship with asthma development, specifically in non-smokers. The specific objective of this proposal is to determine the cross-sectional interactions of genetics and income on the probability of developing asthma…"
Atopic Dermatitis,"To investigate the genetic and epidemiologic differences between mild/moderate AD vs. severe AD. Atopic Dermatitis (AD) is a common, cutaneous, chronic inflammatory disease characterized primarily by pruritus affecting both pediatric and adult patients. Atopic Dermatitis has increased in prevalence and…","Scientific Questions Being Studied
To investigate the genetic and epidemiologic differences between mild/moderate AD vs. severe AD.
Atopic Dermatitis (AD) is a common, cutaneous, chronic inflammatory disease characterized primarily by pruritus affecting both pediatric and adult patients. Atopic Dermatitis has increased in prevalence and incidence in recent years, and is known to be the skin disease with the highest disease burden, as indicated by disability-adjusted life-years.  Atopic dermatitis is commonly associated with other disorders of Atopy such as asthma, allergic rhinitis, food allergies.","Project Purpose(s)
Disease Focused Research (atopic dermatitis)","Scientific Approaches
We will plan to compare and contrast the comorbidities, social determinants of Atopic Dermatitis patients on Dupixent, and those that are not on Dupixent. We will also aim to use WGS data to investigate whether certain variants are enriched in the cohort of AD patients on Dupixent vs. controls.","Anticipated Findings
We would anticipate to identify comorbities, social determinants and potentially genetic variants that are enriched in patients with severe AD(on Dupixent).","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Ha Eun Kong
- Research Fellow, Emory University","Atopic Dermatitis To investigate the genetic and epidemiologic differences between mild/moderate AD vs. severe AD. Atopic Dermatitis (AD) is a common, cutaneous, chronic inflammatory disease characterized primarily by pruritus affecting both pediatric and adult patients. Atopic Dermatitis has increased in prevalence and…"
Integrating Genetics and Environmental Exposure Risk factors,"Asthma is one of the most common chronic childhood conditions in the United States. Recent studies have identified genetic and environmental exposure factors that contribute to asthma risk; however, the extent to which these factors explain a person's risk to…","Scientific Questions Being Studied
Asthma is one of the most common chronic childhood conditions in the United States. Recent studies have identified genetic and environmental exposure factors that contribute to asthma risk; however, the extent to which these factors explain a person's risk to asthma and asthma related diseases remain largely unknown. The specific question of the proposed research is to determine to what extent asthma and asthma related-diseases risk are modified by environmental exposure risk factors. Our long-term goal is to develop a program of study that would lead to an in-depth understanding of the complex interplay between genetics,  ancestry and environmental exposure causes of asthma and establish the utility of this information to predict and reduce asthma risk in children. An interplay of genetic and environmental factors are thought to be necessary for asthma to develop.","Project Purpose(s)
Disease Focused Research (Asthma and asthma related allergic disorders)
Population Health
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
We are going to use both genome-wide multi-omics and environmental exposure data from African Americans, Latino Americans and European Americans. We will determine genome wide significant variants, conduct ancestry analysis and gene-environment interaction from all the SNPs in the database. Methods such as GWAS, mixed effect model, ancestry analysis, Principal Component Analysis and Polygenetic Risk Score will be investigated.","Anticipated Findings
We expected to find   genetic variants interacting with environmental risk factors to modify asthma risk.  We expect to develop polygenetic risk score incorporating environmental risk factors to explain larger proportion of asthma risk. However, there is no immediate medical benefit for research participations. Information learned from this study may benefit patients with asthma and asthma-related diseases in the future.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography","Data Set Used
Registered Tier","Research Team
Owner:
Tesfaye Mersha
- Senior Researcher, Cincinnati Children's Hospital Medical Center
Collaborators:
Yadu Gautam - Research Associate, Cincinnati Children's Hospital Medical Center","Integrating Genetics and Environmental Exposure Risk factors Asthma is one of the most common chronic childhood conditions in the United States. Recent studies have identified genetic and environmental exposure factors that contribute to asthma risk; however, the extent to which these factors explain a person's risk to…"
