title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
Alzheimer's Disease Polygenic Risk Score version 7,Alzheimer's disease is a common neurodegenerative disorder that is caused by a combination of genetic and environmental factors. Genetic predisposition variants identified in one population often are not associated with disease risk in another population. We specifically aim to improve…,"Scientific Questions Being Studied
Alzheimer's disease is a common neurodegenerative disorder that is caused by a combination of genetic and environmental factors. Genetic predisposition variants identified in one population often are not associated with disease risk in another population. We specifically aim to improve polygenic risk scores and disease stratification in diverse populations to improve Alzheimer's disease risk assessments for all populations. Unbiased polygenic risk scores that are applicable to all populations will improve healthcare outcomes for all individuals regardless of their genetic ancestry.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease and related dementias)
Population Health
Social / Behavioral
Methods Development
Control Set
Ancestry
Ethical, Legal, and Social Implications (ELSI)","Scientific Approaches
We developed the Polygenic Risk Score Knowledgebase, which enables us to calculate polygenic risk scores based on all genome-wide association studies present in the GWAS Catalog. Importantly, we are then able to contextualize those scores to diverse populations to calculate risk percentiles. We hope to improve Alzheimer's disease polygenic risk scores across all populations by combining GWAS summary statistics and environmental factors that likely contribute to disease risk. We will also use available data through Alzheimer's Disease Research Centers including the University of Kentucky Alzheimer's Disease Research Center.","Anticipated Findings
We anticipate improve polygenic risk score calculations for Alzheimer's disease to make the scores less biased and contextualized for different populations. We anticipate that these scores will improv risk stratification for high risk individuals of all populations and enhance clinical trial screenings to better identify control populations from all backgrounds who have lower genetic risk for Alzheimer's disease. Improved clinical trial screenings will lead to better therapeutic development and could help develop a more generalized cure for Alzheimer's disease that can help all populations.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Justin Miller
- Early Career Tenure-track Researcher, University of Kentucky",Alzheimer's Disease Polygenic Risk Score version 7 Alzheimer's disease is a common neurodegenerative disorder that is caused by a combination of genetic and environmental factors. Genetic predisposition variants identified in one population often are not associated with disease risk in another population. We specifically aim to improve…
Alzheimer's Disease resilience_TierDatasetV7,We aim to identify a subgroup of healthy individuals with a high risk of developing Alzheimer’s Disease (AD) based on high-throughput genetics data. This subgroup of AD-resilient individuals will be further studied with the final goal of detecting other genetic…,"Scientific Questions Being Studied
We aim to identify a subgroup of healthy individuals with a high risk of developing Alzheimer’s Disease (AD) based on high-throughput genetics data. This subgroup of AD-resilient individuals will be further studied with the final goal of detecting other genetic factors or environmental/social variables associated with resilience.","Project Purpose(s)
Disease Focused Research (Alzheimer's Disease)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We will first select a cohort with high-throughput Single Nucleotide Polymorphisms (SNPs) data; then, we will exclude individuals with AD diagnosis and any other type of dementia using ICD-codes (total: 29 codes) and four medications (Galantamine, Rivastigmine, Memantine, and Donepezil). Individuals included in the study cohort will be from both sexes, any ethnicity, and at least 60 years old. The first group will be selected based on the APO E4/E4 genotype, which increases the risk by approximately eight to twelvefold. The second group will be selected among the individuals with a higher AD polygenic risk scores (PRS) computed from Genome-Wide Association Studies (GWAS). All the group samples will be stratified by ethnicity due to the different genetic risks of APOE and AD-associated SNPs used for the PRS.","Anticipated Findings
We aim to find variables associated with AD resilience. The non-genetic protective factors will be used to increase the knowledge of modifiable risk factors and focus on improving lifestyle conditions aiming to reduce AD risk. The genetic factor will be used to develop genetic testing for screening for early detection of individuals at high AD risk to plan proper early pharmacological treatment and non-drug interventions (e.g., memory training and physical exercise programs).","Demographic Categories of Interest
Others","Data Set Used
Controlled Tier","Research Team
Owner:
Marcus Naymik
- Mid-career Tenured Researcher, Translational Genomics Research Institute
Matt Huentelman
- Late Career Tenured Researcher, Translational Genomics Research Institute
Ignazio Piras
- Early Career Tenure-track Researcher, Translational Genomics Research Institute
Donald Saner
- Project Personnel, Banner Health",Alzheimer's Disease resilience_TierDatasetV7 We aim to identify a subgroup of healthy individuals with a high risk of developing Alzheimer’s Disease (AD) based on high-throughput genetics data. This subgroup of AD-resilient individuals will be further studied with the final goal of detecting other genetic…
AD.04142023,The genetic etiology of Alzheimer’s disease (AD) is poorly understood. Somatic mutations in the brains with AD and other neurological disorders have been established as a potential mechanism for their pathophysiology. Somatic transposable elements (TEs) are prevalent in individual neurons…,"Scientific Questions Being Studied
The genetic etiology of Alzheimer’s disease (AD) is poorly understood. Somatic mutations in the brains with AD and other neurological disorders have been established as a potential mechanism for their pathophysiology. Somatic transposable elements (TEs) are prevalent in individual neurons in the human brain's cerebral cortex, a region long associated with AD progression. Recent work has shown a connection between AD-associated Tau protein-mediated mechanisms with TE activity and somatic mutations. Unfortunately, few studies have investigated TE's role and genomic impact in AD and related dementias in the survey of large-scale cohorts. In this proposal, we aim to employ a genome-wide scan to explore the functional impact of TE in AD and related dementias by leveraging the genomic and phenotypic data in All of Us dataset.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)
Methods Development
Ancestry","Scientific Approaches
We will establish genetic patterns of somatic TEs that would reveal the potential pathogenesis of AD. We will build a predictive model based on TE expression profiles in different regions of AD brains and clinical information that could help routine research and clinical practice.","Anticipated Findings
This project will build on the foundation for future collaborations and funding proposals and would likely expand the molecular mechanisms underlying the pathogenesis of AD and related dementias.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Sexual Orientation
Disability Status
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Weichen Zhou
- Early Career Tenure-track Researcher, University of Michigan",AD.04142023 The genetic etiology of Alzheimer’s disease (AD) is poorly understood. Somatic mutations in the brains with AD and other neurological disorders have been established as a potential mechanism for their pathophysiology. Somatic transposable elements (TEs) are prevalent in individual neurons…
Genetic predictors of AD/ADRDs Across Diverse Populations,"We are exploring the data to evaluate feasibility for use in a larger project related to modifiable determinants of Alzheimer's Disease and Alzheimer's Related Disorders. Our goal is to evaluate specific modifiable factors (alcohol use, depression treatment, sensory impairments, and…","Scientific Questions Being Studied
We are exploring the data to evaluate feasibility for use in a larger project related to modifiable determinants of Alzheimer's Disease and Alzheimer's Related Disorders.  Our goal is to evaluate specific modifiable factors (alcohol use, depression treatment, sensory impairments, and social isolation) using several complementary analytic methods.  One aspect of this project is to evaluate whether early dementia symptoms influence each of these behaviors, so we need to develop strong genetic risk scores for dementia that work well across diverse samples. Because we are specifically interested in differential effects across communities, All of Us is especially useful.","Project Purpose(s)
Disease Focused Research (Alzheimer's Disease, Vascular Dementia, and Related Conditions)
Population Health
Methods Development
Ancestry","Scientific Approaches
We will use treat all of us as a cohort and evaluate incidence of dementia and related conditions. This will allow us to estimate Mendelian Randomization study designs, including reverse Mendelian Randomization.","Anticipated Findings
Anticipated findings of the larger project relate to whether changes in alcohol use, depression treatment, treatment of vision and hearing impairments, and social isolation are likely to delay or prevent memory and cognitive losses in older adults due to Alzheimer's Disease or related conditions.","Demographic Categories of Interest
Race / Ethnicity
Age
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
M. Maria Glymour
- Mid-career Tenured Researcher, University of California, San Francisco","Genetic predictors of AD/ADRDs Across Diverse Populations We are exploring the data to evaluate feasibility for use in a larger project related to modifiable determinants of Alzheimer's Disease and Alzheimer's Related Disorders. Our goal is to evaluate specific modifiable factors (alcohol use, depression treatment, sensory impairments, and…"
PTC Gene Link Between Alzheimers,The scientific question we are studying is the correlation between having the PTC mutation and developing Alzheimer’s later in life. We hypothesized that Individuals with the PTC mutation on the TAS2R38 gene will have a higher risk of developing Alzheimer’s…,"Scientific Questions Being Studied
The scientific question we are studying is the correlation between having the PTC mutation and developing Alzheimer’s later in life. We hypothesized that  Individuals with the PTC mutation on the TAS2R38 gene will have a higher risk of developing Alzheimer’s in the future than those who do not have the mutation.","Project Purpose(s)
Educational
Ancestry","Scientific Approaches
The scientific approaches we plan to use for our study include the analysis of genomic sequences and datasets.","Anticipated Findings
Individuals with the PTC mutation on the TAS2R38 gene will have a higher risk of developing Alzheimer’s in the future than those who do not have the mutation.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Jack Schwebel
- Undergraduate Student, Arizona State University
Collaborators:
Vishnu Sreenivas - Undergraduate Student, Arizona State University
Tiffany Thanh Tran Duong - Undergraduate Student, Arizona State University
Teona Savic - Undergraduate Student, Arizona State University
Kendall Christiansen  - Undergraduate Student, Arizona State University
Gloria Grama - Undergraduate Student, Arizona State University",PTC Gene Link Between Alzheimers The scientific question we are studying is the correlation between having the PTC mutation and developing Alzheimer’s later in life. We hypothesized that Individuals with the PTC mutation on the TAS2R38 gene will have a higher risk of developing Alzheimer’s…
vaccine,"Because dementia or Alzheimer's first affects the part of the brain and gets worse over time. There's no cure for Alzheimer's, but there are treatments that may change disease progression. The study aims to analyze the relationship between flu vaccines…","Scientific Questions Being Studied
Because dementia or Alzheimer's first affects the part of the brain and gets worse over time. There's no cure for Alzheimer's, but there are treatments that may change disease progression. The study aims to analyze the relationship between flu vaccines and dementia.","Project Purpose(s)
Disease Focused Research (dementia)
Methods Development","Scientific Approaches
We are using the dataset with a time span of more than 5 years.
Time series analysis. Logistic regression. And survival analysis","Anticipated Findings
Annual flu vaccine would reduce the risk of Alzheimer's or not.
If the annual flu vaccine would reduce the risk of Alzheimer's. Then we would like to analyze whether any other anti-virus vaccine would reduce the risk of Alzheimer's.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Xingyue Huo
- Early Career Tenure-track Researcher, University of Utah","vaccine Because dementia or Alzheimer's first affects the part of the brain and gets worse over time. There's no cure for Alzheimer's, but there are treatments that may change disease progression. The study aims to analyze the relationship between flu vaccines…"
Oral Health and Dementia,"Alzheimer's disease and related dementias (ADRD) is irreversible, progressive brain disease that affects 5.7 million Americans. It is the sixth leading cause of death among all adults and the fifth leading cause of death for those aged 65 or older.…","Scientific Questions Being Studied
Alzheimer's disease and related dementias (ADRD) is irreversible, progressive brain disease that affects 5.7 million Americans. It is the sixth leading cause of death among all adults and the fifth leading cause of death for those aged 65 or older. ADRD is devastating for individuals and families financially and emotionally. Identifying both individual and combined risk factors of ADRD and evaluating the impact of comorbidities on cognitive impairment is essential to improve cognitive health of older adults. Diabetes and poor oral health are common among older adults and both are risk factors for ADRD.","Project Purpose(s)
Population Health","Scientific Approaches
The proposed study is the first to examine the joint effect (additive or interactions) of both DM and poor oral health on ADRD and mortality, and the pathways from the co-occurrence to the onset of ADRD and mortality. Specific aims are: Aim 1: To examine the relationship between the co-occurrence of DM and poor oral health and the incidence of ADRD using a propensity matched sample within the study period. Aim 2: To examine the association between the co-occurrence of DM and poor oral health and the age of first diagnosis of ADRD among persons who developed ADRD during the study period. Aim 3: To test the pathways from the co-occurrence of DM and poor oral health to the onset of ADRD by examining the mediation effect of key mediating variables (i.e., CVD and stroke developed after baseline).","Anticipated Findings
The proposed study is the first to examine the effect of the co-occurrence of DM and poor oral health on ADRD and mortality, using large national samples. The proposed study will contribute to a better understanding of the risk profile of ADRD by providing important empirical evidence on the combined risk of both DM and oral health for ADRD. Further, it may identify modifiable factors that can serve as targets to reduce the risk of ADRD. The findings will have important implications for clinical practice and policy initiatives for integrating primary care and dental care.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Yaolin Pei
- Research Fellow, New York University","Oral Health and Dementia Alzheimer's disease and related dementias (ADRD) is irreversible, progressive brain disease that affects 5.7 million Americans. It is the sixth leading cause of death among all adults and the fifth leading cause of death for those aged 65 or older.…"
SM APOE,"Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia…","Scientific Questions Being Studied
Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia and demographics.","Project Purpose(s)
Educational
Ancestry","Scientific Approaches
The two rsIDs for APOE genotyping (rs429358 and rs7412) will be extracted from AllOfUs Hail tables. Data will be summarized into the defined APOE genotypes (ε2, ε3, ε4) and associated with hypercholesterolemia status. Hypercholesterolemia will be defined by the SNOMED code ""E78.0 - Pure hypercholesterolemia"". Summary statistics for APOE association will be stratified by age, sex and declared race/ethnicity.","Anticipated Findings
The study hopes to find similar statics as has been found in the UKBiobank cohort, with the addition of higher diversity. The summary statistics of these findings will be used as preliminary data to propose a larger cohort study.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Sevda Molani
- Research Fellow, Institute for Systems Biology","SM APOE Variants in the Apolipoprotein E (APOE) have been shown to have differential risk for conditions such as Alzheimer's disease and cardiovascular disease. This workspace will assess the feasibility of a large APOE association study by summarizing the APOE genotypes, hypercholesterolemia…"
Duplicate of Alzheimer's drug repurposing validation,"Alzheimer’s disease (AD) is the most common cause of dementia in the elderly population; however, limited treatment options currently exist. This study seeks to clinically validate drug repurposing candidates for Alzheimer's disease.","Scientific Questions Being Studied
Alzheimer’s disease (AD) is the most common cause of dementia in the elderly population; however, limited treatment options currently exist. This study seeks to clinically validate drug repurposing candidates for Alzheimer's disease.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)
Methods Development","Scientific Approaches
This study will use a retrospective cohort study design to compare prevalence of Alzheimer's disease in patients with and without exposure to drug repurposing candidates.","Anticipated Findings
Successfully validated repurposing candidates will represent high-priority drugs for further investigation in clinical trials.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Monika Grabowska
- Graduate Trainee, Vanderbilt University","Duplicate of Alzheimer's drug repurposing validation Alzheimer’s disease (AD) is the most common cause of dementia in the elderly population; however, limited treatment options currently exist. This study seeks to clinically validate drug repurposing candidates for Alzheimer's disease."
Testing for Pilot Data,"Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline. However, Alzheimer's is not the only…","Scientific Questions Being Studied
Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline.  However, Alzheimer's is not the only condition that leads to cognitive decline and diabetes is not the only condition that has blood sugar issues.  Studying these associations in a larger population will hopefully give mechanistic and preventative links.","Project Purpose(s)
Disease Focused Research (Glucose measures and cognitive decline)","Scientific Approaches
How do blood sugar issues contribute to cognitive decline? I will look at negative controls as well as people with PCOS and Type 1 and Type 2 Diabetes in a stratified analysis.  This will include both traditional statistics/group comparisons as well as unsupervised analysis.","Anticipated Findings
The unsupervised clustering analysis based on blood glucose measures is expected to differentiate between people with and without cognitive decline.  It is expected that these will not be perfectly associated with disease categories and there will be considerable overlap.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Raha Dastgheyb
- Early Career Tenure-track Researcher, Johns Hopkins University","Testing for Pilot Data Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline. However, Alzheimer's is not the only…"
Alzheimer’s Disease and the Blood Brain Barrier,The scientific questions we are intending to study are finding relationships between the APOE4 gene and Alzheimer's. We will be interested in seeing other factors that contribute to the diagnosis/progression of Alzheimer's disease. This will be important in understanding more…,"Scientific Questions Being Studied
The scientific questions we are intending to study are finding relationships between the APOE4 gene and Alzheimer's. We will be interested in seeing other factors that contribute to the diagnosis/progression of Alzheimer's disease. This will be important in understanding more about Alzheimer's disease and seeing if there are any potential preventative methods that can halt the disease.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)","Scientific Approaches
The scientific approach we plan on doing is using data analysis on datasets to see if there is any correlations. We will be using linear regression to compare different variables with people who have Alzheimer's disease.","Anticipated Findings
Anticipated findings that we hope to find is any relationship between alzheimer's disease and other factors in the blood brain barrier. These findings will contribute to alzheimer's disease research allowing for medical scientist to find potential therapies.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Gerardo Rodriguez
- Undergraduate Student, Arizona State University",Alzheimer’s Disease and the Blood Brain Barrier The scientific questions we are intending to study are finding relationships between the APOE4 gene and Alzheimer's. We will be interested in seeing other factors that contribute to the diagnosis/progression of Alzheimer's disease. This will be important in understanding more…
Metformin and Cognitive Decline,We intend to explore the data to determine the feasibility of a study examining the potentially neuroprotective effects of metformin use in regards to lowering risk for vascular dementia and Alzheimer's disease.,"Scientific Questions Being Studied
We intend to explore the data to determine the feasibility of a study examining the potentially neuroprotective effects of metformin use in regards to lowering risk for vascular dementia and Alzheimer's disease.","Project Purpose(s)
Population Health","Scientific Approaches
We intend to explore the registered tier dataset, formulate a hypothesis, and test our hypothesis using a variety of statistical methods.","Anticipated Findings
We anticipate that long-term metformin use may lower the risk for the development of vascular dementia or Alzheimer's disease in patients with Type 2 diabetes compared to controls, and possibly compared to other patients with type 2 diabetes which is well-controlled using other medications.","Demographic Categories of Interest
Race / Ethnicity
Age
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Lauren Ray
- Graduate Trainee, University of the Incarnate Word
Liam Campbell
- Graduate Trainee, University of the Incarnate Word",Metformin and Cognitive Decline We intend to explore the data to determine the feasibility of a study examining the potentially neuroprotective effects of metformin use in regards to lowering risk for vascular dementia and Alzheimer's disease.
Dementia/Alzheimer's Comorbidity Effect,Study the effect of comorbidities while controlling for other clinically reported factors in the development of Alzheimer's disease and dementia that leads to disproportionate morbidity between ethnicities. We would like to explore what health elements are responsible for this diagnosis…,"Scientific Questions Being Studied
Study the effect of comorbidities while controlling for other clinically reported factors in the development of Alzheimer's disease and dementia that leads to disproportionate morbidity between ethnicities. We would like to explore what health elements are responsible for this diagnosis that causes a difference in its occurrence between ethnicities. We would also like to consider some of the underlying genetic interactions which influence Alzheimer's and dementia development that would establish a clearer cause of the observed ethnic differences due to genetic factors that are non-specific to ethnicity. Understanding the impact of comorbidities and other clinical factors may be used in a preventative medicine and public health context to better understand the progression of disease among subpopulations due to other underlying medical conditions that are easier to address and thus may improve preventative treatment that focuses on resolving the health disparity between ethnic groups.","Project Purpose(s)
Disease Focused Research (Dementia and Alzheimer's Disease)","Scientific Approaches
This research is part of an undergraduate thesis project and thus scientific approaches will be adjusted over time and will be reflected here. The datasets and tools used will all come from the secure AoU workspace.","Anticipated Findings
Anticipated findings include the ethnic disparity in Alzheimer’s and dementia morbidity that can be explained by a disproportionate occurrence of comorbidities and potential differences in the APOE allele between subpopulations. The demographics of the current cohort of those affected by Alzheimer’s disease and dementia will be better understood for causes that lead to a disproportionate health effect.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Cayden Goeringer
- Undergraduate Student, Arizona State University",Dementia/Alzheimer's Comorbidity Effect Study the effect of comorbidities while controlling for other clinically reported factors in the development of Alzheimer's disease and dementia that leads to disproportionate morbidity between ethnicities. We would like to explore what health elements are responsible for this diagnosis…
Underdiagnosis of Dementias,The national prevalence of Alzheimer’s disease is estimated to be 11% in individuals over 65 years old and 1.5-2.0 times higher in underrepresented racial and ethnic groups including Black and Hispanic/Latinx. In real world medical care based on prior studies…,"Scientific Questions Being Studied
The national prevalence of Alzheimer’s disease is estimated to be 11% in individuals over 65 years old and 1.5-2.0 times higher in underrepresented racial and ethnic groups including Black and Hispanic/Latinx. In real world medical care based on prior studies and our work, less than half of patients with dementia have been formally diagnosed and significantly more so in underrepresented racial and ethnic groups. Our scientific questions are:
1. Are dementias underdiagnosed in the electronic health record (EHR) compared to population estimates?
2. What are the risk factors for patients to not be formally diagnosed with dementias?
3. How do the underdiagnosis and risk factors differ across racial and ethnic groups?
We hypothesize dementias are underdiagnosed the EHR, more so in underrepresented racial and ethnic groups, and that risk factors include demographics, comorbidities, medications, and healthcare access.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health","Scientific Approaches
We will define dementia as probable based on ICD codes and possible based on a combination of ICD codes, medication use and personal medical history. We will calculate the prevalence of dementias across racial and ethnic group compared to population estimates. We will compare risk factors of patients who have probable dementia versus possible dementia using logistic regression correcting for demographics. Risk factors tested will include drug exposures, lab measurement, demographics, health access, and other survey questions. We will compare risk factors across racial and ethnic groups.","Anticipated Findings
We expect to find that dementias are underdiagnosed the EHR, more so in underrepresented racial and ethnic groups, and that risk factors for underdiagnosis include demographics, comorbidities, medications, and healthcare access, which will differ across racial and ethnic groups. These findings may lead to racially and ethnically specific strategies to improve the early and appropriate diagnosis of dementias, which can initiate multi-disciplinary care and treatment.","Demographic Categories of Interest
Race / Ethnicity
Age
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Tim Chang
- Early Career Tenure-track Researcher, University of California, Los Angeles
Satpal Singh Wadhwa
- Mid-career Tenured Researcher, University of California, Los Angeles
Samantha Shah
- Project Personnel, University of California, Los Angeles
Joy Fu
- Graduate Trainee, University of California, Los Angeles",Underdiagnosis of Dementias The national prevalence of Alzheimer’s disease is estimated to be 11% in individuals over 65 years old and 1.5-2.0 times higher in underrepresented racial and ethnic groups including Black and Hispanic/Latinx. In real world medical care based on prior studies…
Dementia-Alzheimer's-CRP,"Do CRP levels change with age in dementia/Alzheimer's patients as opposed to controls? Associations have shown that these protein levels are increased in Alzheimer's patients, and this will help answer whether patients' CRP levels are elevated naturally or if it…","Scientific Questions Being Studied
Do CRP levels change with age in dementia/Alzheimer's patients as opposed to controls? Associations have shown that these protein levels are increased in Alzheimer's patients, and this will help answer whether patients' CRP levels are elevated naturally or if it is something that happens over time as a result of the disease progression.","Project Purpose(s)
Disease Focused Research (Dimentia/Alzheimer's)","Scientific Approaches
Datasets - AOU phenotyping and lab data Research methods and tools - clean and summarize lab data for CRP - average by decile of age and disease status and plot in R.","Anticipated Findings
I anticipate that CRP levels will be elevated in Alzheimer's after disease progression. This would help answer cause and effect of the two","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Slavina Goleva
- Research Fellow, National Human Genome Research Institute (NIH-NHGRI)
David Schlueter
- Research Fellow, National Human Genome Research Institute (NIH-NHGRI)","Dementia-Alzheimer's-CRP Do CRP levels change with age in dementia/Alzheimer's patients as opposed to controls? Associations have shown that these protein levels are increased in Alzheimer's patients, and this will help answer whether patients' CRP levels are elevated naturally or if it…"
"Environmental Exposure, Epigenetics, and Health Outcomes",Our research question is: How does exposure to adverse social and natural environmental conditions impact human health outcomes through epigenetic changes? Subsequent questions are: In which populations do we see the highest associations between exposure and epigenetic changes? In which…,"Scientific Questions Being Studied
Our research question is: How does exposure to adverse social and natural environmental conditions impact human health outcomes through epigenetic changes? Subsequent questions are: In which populations do we see the highest associations between exposure and epigenetic changes? In which populations do we see the highest associations between epigenetic changes and poor health outcomes? To what extent do we see these epigenetic changes being reversed, and what lifestyle factors are associated with that?
This research will have key implications for chronic disease: a top cause of mortality in vulnerable U.S populations. This paper explores the mechanisms by which the SDOH impact health outcomes. Epigenetic mechanisms have been closely linked cardiovascular disease, type II diabetes, and Alzheimer’s disease–the three chronic diseases with the highest prevalence globally. Specifically, studying inflammation in the genotype dataset will connect this research directly to chronic disease.","Project Purpose(s)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
This project will have a longitudinal, natural experiment design as we plan to look at changes from the initial questionnaire to the follow-up.. We will control for various demographic, social, and genetic factors to infer causality.
We will use data from the EHR domains, genomics, physical measurements and the survey categories of family health history, SDOH, overall health, and lifestyle to examine factors influencing participants' health outcomes.
We will use R to analyze the data. We will calculate descriptive, bivariate, and inferential statistics to describe the population and measure outcomes of interest. The focus is on multivariate, fixed effects regression, with basic and augmented models. The study will include two main regressions, A) estimating the effects of environmental exposure on gene expression, and B) estimating the effects of changes in gene expression on health outcomes.
The outcome measures are epigenetic changes and mental and physical health outcomes.","Anticipated Findings
We hypothesize that degree of exposure to adverse environmental conditions will have a positive association with extent and severity of epigenetic changes. Additionally, we hypothesize that these epigenetic changes will be positively associated with extent and severity of poor physical and mental health outcomes. We expect to find that these effects are mitigated by upward socioeconomic mobility.
This research project fills a gap in the current literature by analyzing epigenetic data through a social science lens and combining epigenetic information with environmental exposure in populations with similar genetic information. Applying social science methods to this topic increases the external validity of this research because it combines field-based data with laboratory data. While much social science public health research analyzes associations between SDOH and health outcomes, this paper looks to examine the biological pathways by which these associations occur.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Sexual Orientation
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Margaret Lenhart
- Undergraduate Student, University of Notre Dame","Environmental Exposure, Epigenetics, and Health Outcomes Our research question is: How does exposure to adverse social and natural environmental conditions impact human health outcomes through epigenetic changes? Subsequent questions are: In which populations do we see the highest associations between exposure and epigenetic changes? In which…"
Alzheimer's disease APOe variants,"By using the data, I hope to find answers on Alzheimer's disease progression in American Indian communities, specifically in the women ages 65 years or older. This research will be looking into the Apolipoprotein variants E2, E3, and E4 within…","Scientific Questions Being Studied
By using the data, I hope to find answers on Alzheimer's disease progression in American Indian communities, specifically in the women ages 65 years or older. This research will be looking into the  Apolipoprotein variants E2, E3, and E4 within the American Indian populations and comparing the information to other ethnic groups. This research will investigate specific tribes within the United States by certain demographic areas. Many tribal elders use natural botanical plants from their environments for treatment of illnesses and diseases. I will explore the data to see what types of plants from the various areas have been researched or studied.","Project Purpose(s)
Educational
Ancestry","Scientific Approaches
The data sets I plan to use will be the Alzheimer's disease in populations 65 years or older and compare the ethnicities and specifically in American Indian populations.","Anticipated Findings
The anticipated findings should be higher for other ethnicities compared to American Indian populations. Also, the women are expected to be higher with Alzheimer's disease than men. For American Indian tribes, it will be beneficial to see if the women are at higher risk because most tribes are matrilineal and the women are the main teachers of cultures, traditions, language and histories.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography","Data Set Used
Controlled Tier","Research Team
Owner:
Petula Henderson
- Graduate Trainee, Arizona State University","Alzheimer's disease APOe variants By using the data, I hope to find answers on Alzheimer's disease progression in American Indian communities, specifically in the women ages 65 years or older. This research will be looking into the Apolipoprotein variants E2, E3, and E4 within…"
The Impact of Alzheimer's disease in Latinx Populations,"This research aims to calculate the fitness cost of Alzheimer's disease to high grandparent care, Latino/a communities. This research will take into consideration cultural, economic, and evolutionary factors in order to create a holistic model of the fitness impact on…","Scientific Questions Being Studied
This research aims to calculate the fitness cost of Alzheimer's disease to high grandparent care, Latino/a communities. This research will take into consideration cultural, economic, and evolutionary factors in order to create a holistic model of the fitness impact on a population when a grandmother gets Alzheimer's disease.","Project Purpose(s)
Educational","Scientific Approaches
The goal of this research will be to create a holistic model that shows the fitness impact of a grandmother getting Alzheimer's disease.  Cultural factors such as high grandparent care and multigenerational households in Latino/a communities must be taken into account in the model. Evolutionary factors will be essential to the model in order to incorporate the grandmother effect and how grandmother’s generally increase fitness by caring for their offspring and allowing their daughters to have more children, indirectly increasing their own fitness. Genetic factors will be applied with the understanding of APOE and how an APOE4 homozygous individual will have a high chance of developing Alzheimer’s disease, allelic information could allow us to predict Alzheimer’s outcomes.","Anticipated Findings
I hope to find what the effect of Alzheimer's disease is on the Latinx community. I would like to figure out what this impact looks like so that better resources and tools can be allocated to help this community.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Julianna Perez
- Undergraduate Student, Arizona State University","The Impact of Alzheimer's disease in Latinx Populations This research aims to calculate the fitness cost of Alzheimer's disease to high grandparent care, Latino/a communities. This research will take into consideration cultural, economic, and evolutionary factors in order to create a holistic model of the fitness impact on…"
